site_id,date,year,tmax_c,tmin_c,tavg_c,precip_mm,et0_mm,rad_mj_m2,wind_ms,rh_pct,gdd_base10
SITE049,2020-09-22,2020,37.6,27.8,32.7,0.0,4.85,20.45,3.7,39.0,22.7
SITE049,2020-09-23,2020,37.5,28.7,33.1,0.0,4.61,20.34,4.0,44.0,23.1
SITE049,2020-09-24,2020,34.4,27.6,31.0,0.9,3.87,13.81,3.5,35.0,21.0
SITE049,2020-09-25,2020,38.7,28.9,33.8,0.1,4.9,13.74,3.9,37.0,23.8
SITE049,2020-09-26,2020,41.3,26.9,34.1,0.4,5.91,13.66,4.2,27.0,24.1
SITE049,2020-09-27,2020,42.8,23.8,33.3,0.0,6.67,19.9,3.4,28.0,23.3
SITE049,2020-09-28,2020,43.0,24.6,33.8,0.0,6.59,19.79,2.7,23.0,23.8
SITE049,2020-09-29,2020,41.2,25.2,33.2,0.0,6.04,19.67,4.3,17.0,23.2
SITE049,2020-09-30,2020,48.1,29.4,38.8,0.0,7.2,13.35,4.7,51.0,28.8
SITE049,2020-10-01,2020,42.2,25.1,33.7,0.7,6.24,13.28,2.2,48.0,23.7
SITE049,2020-10-02,2020,40.2,28.2,34.2,0.1,5.24,13.2,3.9,64.0,24.2
SITE049,2020-10-03,2020,40.5,28.2,34.3,1.5,5.3,13.12,1.8,36.0,24.3
SITE049,2020-10-04,2020,43.8,25.1,34.4,1.7,6.51,13.04,3.8,25.0,24.4
SITE049,2020-10-05,2020,40.5,23.6,32.1,0.1,5.86,12.97,5.0,32.0,22.1
SITE049,2020-10-06,2020,34.6,19.1,26.9,0.9,4.99,12.89,2.8,28.0,16.9
SITE049,2020-10-07,2020,33.4,20.2,26.8,0.5,4.57,12.81,3.0,37.0,16.8
SITE049,2020-10-08,2020,34.4,21.5,27.9,1.1,4.6,12.73,3.6,52.0,17.9
SITE049,2020-10-09,2020,36.2,21.1,28.7,0.0,5.03,12.65,3.4,28.0,18.7
SITE049,2020-10-10,2020,36.0,23.2,29.6,0.0,4.7,12.57,2.9,62.0,19.6
SITE049,2020-10-11,2020,31.9,25.2,28.6,0.2,3.3,12.5,4.9,30.0,18.6
SITE049,2020-10-12,2020,33.5,23.5,28.5,0.7,3.99,12.42,3.2,49.0,18.5
SITE049,2020-10-13,2020,36.1,24.4,30.3,0.6,4.48,12.34,2.3,62.0,20.3
SITE049,2020-10-14,2020,35.9,24.0,30.0,0.1,4.44,12.26,4.0,43.0,20.0
SITE049,2020-10-15,2020,34.3,21.2,27.8,0.0,4.43,17.85,3.1,24.0,17.8
SITE049,2020-10-16,2020,34.6,22.3,28.5,0.0,4.34,17.73,5.6,30.0,18.5
SITE049,2020-10-17,2020,35.7,23.4,29.6,0.1,4.4,12.03,3.1,42.0,19.6
SITE049,2020-10-18,2020,35.5,22.6,29.0,0.3,4.42,11.95,4.2,30.0,19.0
SITE049,2020-10-19,2020,37.8,20.3,29.0,0.3,5.12,11.88,3.1,30.0,19.0
SITE049,2020-10-20,2020,36.6,16.6,26.6,0.0,5.16,17.29,2.3,19.0,16.6
SITE049,2020-10-21,2020,37.2,17.9,27.5,0.0,5.14,17.17,3.8,36.0,17.5
SITE049,2020-10-22,2020,32.4,17.3,24.8,0.6,4.25,11.65,2.4,32.0,14.8
SITE049,2020-10-23,2020,38.3,21.7,30.0,1.4,4.98,11.58,2.5,36.0,20.0
SITE049,2020-10-24,2020,38.6,20.4,29.5,0.0,5.11,11.5,2.3,42.0,19.5
SITE049,2020-10-25,2020,36.7,26.5,31.6,0.3,3.97,11.43,3.6,37.0,21.6
SITE049,2020-10-26,2020,39.2,23.9,31.6,4.1,4.83,11.35,2.7,35.0,21.6
SITE049,2020-10-27,2020,41.0,23.0,32.0,0.7,5.26,11.28,3.9,47.0,22.0
SITE049,2020-10-28,2020,37.9,22.3,30.1,1.4,4.67,11.21,4.8,49.0,20.1
SITE049,2020-10-29,2020,38.8,23.3,31.0,1.2,4.73,11.14,7.6,21.0,21.0
SITE049,2020-10-30,2020,37.3,22.8,30.1,0.4,4.44,11.07,4.7,41.0,20.1
SITE049,2020-10-31,2020,39.9,24.3,32.1,0.0,4.78,11.0,2.8,47.0,22.1
SITE049,2020-11-01,2020,31.2,22.3,26.8,0.0,3.21,16.01,7.9,40.0,16.8
SITE049,2020-11-02,2020,29.2,23.4,26.3,0.0,2.55,15.91,2.1,30.0,16.3
SITE049,2020-11-03,2020,26.9,20.2,23.5,0.2,2.54,10.79,4.8,66.0,13.5
SITE049,2020-11-04,2020,30.5,20.9,25.7,1.4,3.18,10.73,2.0,50.0,15.7
SITE049,2020-11-05,2020,31.6,18.8,25.2,0.3,3.62,10.66,2.9,51.0,15.2
SITE049,2020-11-06,2020,29.7,16.9,23.3,2.1,3.43,10.6,3.5,53.0,13.3
SITE049,2020-11-07,2020,34.8,23.5,29.1,0.3,3.66,10.54,5.9,52.0,19.1
SITE049,2020-11-08,2020,37.0,19.6,28.3,2.3,4.44,10.47,4.1,45.0,18.3
SITE049,2020-11-09,2020,31.6,22.8,27.2,0.2,3.06,10.41,3.0,52.0,17.2
SITE049,2020-11-10,2020,30.1,19.5,24.8,0.2,3.16,10.35,4.8,48.0,14.8
SITE049,2020-11-11,2020,29.5,24.1,26.8,0.1,2.37,10.29,2.9,57.0,16.8
SITE049,2020-11-12,2020,30.9,21.4,26.2,0.0,3.06,14.99,3.3,48.0,16.2
SITE049,2020-11-13,2020,38.0,18.2,28.1,0.0,4.58,14.91,4.1,28.0,18.1
SITE049,2020-11-14,2020,37.4,22.9,30.2,0.0,4.08,14.83,2.7,36.0,20.2
SITE049,2020-11-15,2020,38.3,22.3,30.3,0.0,4.27,14.75,2.2,52.0,20.3
SITE049,2020-11-16,2020,38.1,24.8,31.5,0.0,3.97,14.67,3.3,53.0,21.5
SITE049,2020-11-17,2020,39.6,23.2,31.4,0.8,4.38,9.97,4.0,36.0,21.4
SITE049,2020-11-18,2020,33.3,22.2,27.7,2.9,3.32,9.92,3.8,64.0,17.7
SITE049,2020-11-19,2020,32.2,20.7,26.4,1.1,3.27,9.87,3.5,52.0,16.4
SITE049,2020-11-20,2020,36.2,20.7,28.4,2.4,3.94,9.82,4.9,49.0,18.4
SITE049,2020-11-21,2020,36.9,18.1,27.5,0.0,4.22,14.32,2.3,23.0,17.5
SITE049,2020-11-22,2020,38.0,21.3,29.7,0.0,4.15,14.25,2.3,50.0,19.7
SITE049,2020-11-23,2020,42.2,23.2,32.7,0.0,4.7,14.19,3.4,21.0,22.7
SITE049,2020-11-24,2020,37.4,25.3,31.3,0.0,3.63,9.64,3.3,58.0,21.3
SITE049,2020-11-25,2020,36.1,24.7,30.4,0.2,3.45,9.6,3.5,60.0,20.4
SITE049,2020-11-26,2020,36.4,23.8,30.1,0.0,3.59,9.56,1.5,55.0,20.1
SITE049,2020-11-27,2020,30.5,21.7,26.1,0.1,2.73,9.53,2.0,45.0,16.1
SITE049,2020-11-28,2020,38.1,23.9,31.0,0.0,3.85,13.9,3.0,40.0,21.0
SITE049,2020-11-29,2020,32.7,22.7,27.7,0.0,3.0,13.85,3.1,34.0,17.7
SITE049,2020-11-30,2020,32.0,21.1,26.5,1.3,3.04,9.42,2.7,51.0,16.5
SITE049,2020-12-01,2020,30.8,21.1,26.0,0.0,2.81,13.76,2.8,58.0,16.0
SITE049,2020-12-02,2020,31.3,22.0,26.6,0.0,2.79,9.36,4.1,53.0,16.6
SITE049,2020-12-03,2020,33.2,20.9,27.1,0.1,3.24,9.33,3.5,60.0,17.1
SITE049,2020-12-04,2020,31.1,19.3,25.2,0.0,3.03,13.64,4.1,39.0,15.2
SITE049,2020-12-05,2020,27.8,20.3,24.0,0.8,2.33,9.28,3.2,61.0,14.0
SITE049,2020-12-06,2020,27.1,21.7,24.4,1.5,2.01,9.26,2.7,42.0,14.4
SITE049,2020-12-07,2020,31.0,24.9,28.0,0.3,2.31,9.24,2.0,53.0,18.0
SITE049,2020-12-08,2020,28.8,17.2,23.0,2.2,2.82,9.22,2.5,50.0,13.0
SITE049,2020-12-09,2020,35.3,18.4,26.9,0.1,3.71,9.2,2.8,38.0,16.9
SITE049,2020-12-10,2020,33.8,13.7,23.8,1.2,3.77,9.19,2.1,55.0,13.8
SITE049,2020-12-11,2020,35.5,16.5,26.0,0.3,3.86,9.17,2.4,49.0,16.0
SITE049,2020-12-12,2020,35.4,20.0,27.7,0.9,3.6,9.16,4.7,39.0,17.7
SITE049,2020-12-13,2020,38.8,20.8,29.8,1.4,4.08,9.15,3.5,38.0,19.8
SITE049,2020-12-14,2020,37.8,20.8,29.3,2.3,3.91,9.14,3.1,41.0,19.3
SITE049,2020-12-15,2020,39.1,12.0,25.5,1.9,4.53,9.13,3.4,53.0,15.5
SITE049,2020-12-16,2020,35.8,15.4,25.6,0.1,3.93,9.12,4.3,58.0,15.6
SITE049,2020-12-17,2020,34.8,17.3,26.0,0.0,3.69,13.36,3.6,40.0,16.0
SITE049,2020-12-18,2020,32.8,19.8,26.3,0.4,3.19,9.12,2.7,49.0,16.3
SITE049,2020-12-19,2020,29.8,23.4,26.6,3.2,2.26,9.12,3.2,55.0,16.6
SITE049,2020-12-20,2020,30.6,22.6,26.6,1.3,2.53,9.12,3.5,41.0,16.6
SITE049,2020-12-21,2020,30.9,20.0,25.5,0.9,2.88,9.12,5.0,47.0,15.5
SITE049,2020-12-22,2020,32.1,21.1,26.6,0.9,2.96,9.12,2.9,39.0,16.6
SITE049,2020-12-23,2020,32.2,20.5,26.4,0.8,3.03,9.13,3.6,49.0,16.4
SITE049,2020-12-24,2020,29.2,17.7,23.4,0.2,2.82,9.14,2.8,47.0,13.4
SITE049,2020-12-25,2020,28.0,20.1,24.0,0.0,2.36,13.4,4.4,40.0,14.0
SITE049,2020-12-26,2020,28.3,19.6,24.0,0.0,2.48,13.42,4.7,39.0,14.0
SITE049,2020-12-27,2020,30.2,20.9,25.5,0.0,2.66,13.43,3.1,33.0,15.5
SITE049,2020-12-28,2020,33.4,25.0,29.2,0.0,2.74,13.46,4.5,33.0,19.2
SITE049,2020-12-29,2020,32.7,22.4,27.6,0.0,2.95,9.2,4.1,57.0,17.6
SITE049,2020-12-30,2020,28.7,20.6,24.6,0.9,2.46,9.22,3.4,61.0,14.6
SITE049,2020-12-31,2020,28.0,21.6,24.8,2.0,2.2,9.24,3.6,67.0,14.8
SITE049,2021-01-01,2021,29.4,24.7,27.1,0.5,1.98,9.24,3.3,56.0,17.1
SITE049,2021-01-02,2021,32.2,21.6,26.9,1.7,2.97,9.26,2.3,46.0,16.9
SITE049,2021-01-03,2021,30.5,18.9,24.7,0.1,2.97,9.29,3.7,37.0,14.7
SITE049,2021-01-04,2021,24.5,15.8,20.1,1.4,2.3,9.31,2.4,53.0,10.1
SITE049,2021-01-05,2021,30.6,19.4,25.0,0.5,2.95,9.34,3.2,56.0,15.0
SITE049,2021-01-06,2021,26.8,21.4,24.1,2.9,2.01,9.37,3.9,51.0,14.1
SITE049,2021-01-07,2021,29.1,19.5,24.3,1.3,2.7,9.4,3.6,43.0,14.3
SITE049,2021-01-08,2021,29.5,17.9,23.7,0.0,2.94,13.81,2.1,26.0,13.7
SITE049,2021-01-09,2021,29.8,23.0,26.4,0.4,2.4,9.46,3.2,51.0,16.4
SITE049,2021-01-10,2021,33.4,21.9,27.7,0.0,3.22,13.91,3.1,59.0,17.7
SITE049,2021-01-11,2021,31.5,21.1,26.3,0.0,2.99,13.96,3.3,24.0,16.3
SITE049,2021-01-12,2021,34.2,19.3,26.8,2.5,3.62,9.57,5.7,45.0,16.8
SITE049,2021-01-13,2021,36.2,24.7,30.5,1.0,3.48,9.61,4.6,63.0,20.5
SITE049,2021-01-14,2021,37.3,19.9,28.6,5.0,4.12,9.65,4.1,48.0,18.6
SITE049,2021-01-15,2021,32.9,16.5,24.7,0.7,3.67,9.69,3.4,38.0,14.7
SITE049,2021-01-16,2021,34.5,16.5,25.5,0.0,3.95,14.26,3.4,54.0,15.5
SITE049,2021-01-17,2021,35.7,20.8,28.2,2.2,3.83,9.78,2.7,58.0,18.2
SITE049,2021-01-18,2021,30.4,22.4,26.4,0.4,2.7,9.83,4.1,49.0,16.4
SITE049,2021-01-19,2021,29.4,21.8,25.6,0.1,2.59,9.87,2.6,54.0,15.6
SITE049,2021-01-20,2021,30.9,18.4,24.7,3.6,3.29,9.92,2.9,49.0,14.7
SITE049,2021-01-21,2021,25.5,20.1,22.8,0.4,2.06,9.97,2.0,53.0,12.8
SITE049,2021-01-22,2021,30.6,16.8,23.7,1.3,3.41,10.03,2.7,46.0,13.7
SITE049,2021-01-23,2021,29.7,15.9,22.8,0.1,3.35,10.08,2.5,58.0,12.8
SITE049,2021-01-24,2021,25.8,17.1,21.4,0.1,2.6,10.14,2.6,53.0,11.4
SITE049,2021-01-25,2021,23.9,16.3,20.1,0.1,2.34,10.19,3.8,55.0,10.1
SITE049,2021-01-26,2021,31.5,17.3,24.4,0.0,3.59,15.01,3.3,45.0,14.4
SITE049,2021-01-27,2021,29.2,22.3,25.7,1.0,2.61,10.31,3.2,58.0,15.7
SITE049,2021-01-28,2021,32.7,22.1,27.4,1.0,3.36,10.37,2.4,46.0,17.4
SITE049,2021-01-29,2021,29.2,17.9,23.6,0.1,3.2,10.43,4.4,45.0,13.6
SITE049,2021-01-30,2021,33.3,15.2,24.3,1.1,4.14,10.49,3.6,68.0,14.3
SITE049,2021-01-31,2021,32.4,21.1,26.8,0.6,3.49,10.55,3.3,56.0,16.8
SITE049,2021-02-01,2021,32.3,22.7,27.5,0.8,3.29,10.62,3.2,61.0,17.5
SITE049,2021-02-02,2021,36.0,20.3,28.1,0.1,4.29,10.68,4.4,57.0,18.1
SITE049,2021-02-03,2021,33.7,20.9,27.3,0.1,3.83,10.75,3.2,48.0,17.3
SITE049,2021-02-04,2021,31.3,20.6,25.9,0.5,3.42,10.82,2.5,46.0,15.9
SITE049,2021-02-05,2021,32.3,15.1,23.7,0.4,4.13,10.89,4.6,39.0,13.7
SITE049,2021-02-06,2021,33.2,14.2,23.7,0.9,4.37,10.95,2.6,49.0,13.7
SITE049,2021-02-07,2021,33.8,19.0,26.4,0.2,4.13,11.02,1.9,35.0,16.4
SITE049,2021-02-08,2021,36.4,19.0,27.7,0.8,4.63,11.1,3.4,62.0,17.7
SITE049,2021-02-09,2021,38.1,16.2,27.1,1.6,5.17,11.17,3.4,42.0,17.1
SITE049,2021-02-10,2021,39.2,16.7,28.0,0.2,5.38,11.24,2.6,47.0,18.0
SITE049,2021-02-11,2021,34.9,18.0,26.4,1.7,4.53,11.31,2.6,56.0,16.4
SITE049,2021-02-12,2021,31.5,19.9,25.7,2.1,3.72,11.39,5.4,63.0,15.7
SITE049,2021-02-13,2021,27.3,18.0,22.6,0.0,3.11,16.79,2.6,34.0,12.6
SITE049,2021-02-14,2021,28.0,21.1,24.6,0.0,2.82,16.9,4.8,27.0,14.6
SITE049,2021-02-15,2021,32.0,15.0,23.5,0.0,4.35,17.01,1.9,36.0,13.5
SITE049,2021-02-16,2021,32.1,22.6,27.3,0.6,3.6,11.69,3.2,37.0,17.3
SITE049,2021-02-17,2021,33.7,21.4,27.6,2.2,4.11,11.77,2.9,32.0,17.6
SITE049,2021-02-18,2021,34.5,17.6,26.0,3.2,4.7,11.84,2.0,46.0,16.0
SITE049,2021-02-19,2021,31.7,19.0,25.4,0.0,4.05,17.46,3.6,33.0,15.4
SITE049,2021-02-20,2021,33.1,18.5,25.8,0.0,4.4,17.58,3.7,32.0,15.8
SITE049,2021-02-21,2021,32.8,18.6,25.7,0.1,4.36,12.08,4.3,62.0,15.7
SITE049,2021-02-22,2021,38.4,24.6,31.5,0.0,4.92,17.81,4.7,51.0,21.5
SITE049,2021-02-23,2021,36.7,19.9,28.3,0.0,5.09,17.92,4.3,24.0,18.3
SITE049,2021-02-24,2021,38.6,23.6,31.1,0.6,5.13,12.31,3.7,66.0,21.1
SITE049,2021-02-25,2021,33.0,17.1,25.0,0.0,4.67,18.16,2.8,30.0,15.0
SITE049,2021-02-26,2021,28.6,24.0,26.3,0.1,2.63,12.47,3.7,57.0,16.3
SITE049,2021-02-27,2021,29.4,22.8,26.1,0.0,3.12,18.39,2.5,30.0,16.1
SITE049,2021-02-28,2021,26.8,20.6,23.7,0.0,2.88,18.51,4.0,38.0,13.7
SITE049,2021-03-01,2021,33.7,22.5,28.1,0.1,4.3,12.71,5.6,48.0,18.1
SITE049,2021-03-02,2021,38.3,20.2,29.3,0.5,5.65,12.79,2.5,50.0,19.3
SITE049,2021-03-03,2021,35.5,19.9,27.7,0.5,5.09,12.87,8.3,72.0,17.7
SITE049,2021-03-04,2021,38.5,24.2,31.3,0.9,5.3,12.95,3.3,50.0,21.3
SITE049,2021-03-05,2021,38.3,25.0,31.7,0.9,5.19,13.03,3.6,65.0,21.7
SITE049,2021-03-06,2021,33.1,23.6,28.3,0.0,4.12,13.11,4.7,47.0,18.3
SITE049,2021-03-07,2021,34.3,22.5,28.4,0.9,4.6,13.19,2.7,57.0,18.4
SITE049,2021-03-08,2021,32.6,27.3,30.0,0.7,3.22,13.27,5.3,43.0,20.0
SITE049,2021-03-09,2021,33.8,20.9,27.3,0.1,4.76,13.35,5.5,57.0,17.3
SITE049,2021-03-10,2021,31.9,20.8,26.3,0.0,4.35,19.68,2.4,39.0,16.3
SITE049,2021-03-11,2021,35.5,22.5,29.0,0.8,5.01,13.51,2.3,56.0,19.0
SITE049,2021-03-12,2021,34.1,22.6,28.3,0.0,4.69,19.91,2.0,46.0,18.3
SITE049,2021-03-13,2021,30.9,19.4,25.2,0.4,4.39,13.67,2.5,40.0,15.2
SITE049,2021-03-14,2021,30.5,21.8,26.1,1.1,3.92,13.75,3.5,47.0,16.1
SITE049,2021-03-15,2021,36.0,22.7,29.4,0.0,5.23,20.25,2.8,30.0,19.4
SITE049,2021-03-16,2021,34.8,23.5,29.1,2.4,4.84,13.9,5.5,57.0,19.1
SITE049,2021-03-17,2021,37.3,22.4,29.8,2.3,5.65,13.98,2.2,42.0,19.8
SITE049,2021-03-18,2021,36.4,21.0,28.7,0.5,5.65,14.05,3.9,44.0,18.7
SITE049,2021-03-19,2021,28.7,21.5,25.1,0.0,3.59,20.69,2.2,39.0,15.1
SITE049,2021-03-20,2021,30.8,25.8,28.3,0.0,3.23,20.8,3.1,49.0,18.3
SITE049,2021-03-21,2021,28.0,24.4,26.2,0.0,2.63,20.91,3.1,48.0,16.2
SITE049,2021-03-22,2021,30.4,21.2,25.8,0.5,4.18,14.35,3.6,52.0,15.8
SITE049,2021-03-23,2021,30.1,24.6,27.3,1.2,3.38,14.42,2.1,69.0,17.3
SITE049,2021-03-24,2021,30.4,23.1,26.7,0.5,3.82,14.49,2.1,50.0,16.7
SITE049,2021-03-25,2021,32.4,20.2,26.3,1.8,4.96,14.57,3.0,51.0,16.3
SITE049,2021-03-26,2021,33.1,20.8,26.9,0.0,5.05,21.44,3.3,17.0,16.9
SITE049,2021-03-27,2021,33.6,19.6,26.6,1.7,5.39,14.71,5.2,56.0,16.6
SITE049,2021-03-28,2021,34.8,21.4,28.1,0.5,5.46,14.78,3.2,48.0,18.1
SITE049,2021-03-29,2021,32.9,23.1,28.0,0.3,4.69,14.84,2.9,45.0,18.0
SITE049,2021-03-30,2021,29.5,19.9,24.7,0.6,4.31,14.91,3.1,38.0,14.7
SITE049,2021-03-31,2021,32.5,18.0,25.3,0.2,5.42,14.98,3.7,46.0,15.3
SITE049,2021-04-01,2021,32.9,24.9,28.9,0.0,4.39,15.04,2.9,53.0,18.9
SITE049,2021-04-02,2021,38.3,24.1,31.2,3.7,6.14,15.11,2.9,51.0,21.2
SITE049,2021-04-03,2021,36.2,21.1,28.6,1.4,6.04,15.17,3.7,62.0,18.6
SITE049,2021-04-04,2021,34.8,21.5,28.2,0.3,5.62,15.24,2.7,46.0,18.2
SITE049,2021-04-05,2021,32.8,19.6,26.2,0.0,5.39,15.3,3.8,48.0,16.2
SITE049,2021-04-06,2021,34.9,22.5,28.7,0.0,5.55,15.36,2.8,59.0,18.7
SITE049,2021-04-07,2021,32.2,21.6,26.9,1.5,4.95,15.42,2.1,42.0,16.9
SITE049,2021-04-08,2021,35.6,18.7,27.1,0.1,6.31,15.48,3.2,44.0,17.1
SITE049,2021-04-09,2021,35.6,18.1,26.9,0.0,6.39,15.54,2.6,58.0,16.9
SITE049,2021-04-10,2021,34.7,22.2,28.5,0.0,5.63,15.6,3.2,44.0,18.5
SITE049,2021-04-11,2021,35.3,25.7,30.5,0.0,5.15,22.93,4.0,37.0,20.5
SITE049,2021-04-12,2021,32.7,25.3,29.0,1.6,4.41,15.71,1.9,41.0,19.0
SITE049,2021-04-13,2021,28.7,25.7,27.2,0.8,2.72,15.77,3.8,48.0,17.2
SITE049,2021-04-14,2021,33.1,25.6,29.4,0.4,4.5,15.82,3.8,43.0,19.4
SITE049,2021-04-15,2021,32.8,23.3,28.0,2.3,4.93,15.87,5.0,55.0,18.0
SITE049,2021-04-16,2021,37.9,25.6,31.8,0.4,6.09,15.93,2.3,48.0,21.8
SITE049,2021-04-17,2021,33.9,29.7,31.8,0.6,3.58,15.98,3.7,58.0,21.8
SITE049,2021-04-18,2021,36.6,22.3,29.5,8.0,6.33,16.03,2.0,59.0,19.5
SITE049,2021-04-19,2021,39.8,25.4,32.6,2.9,6.77,16.08,2.3,59.0,22.6
SITE049,2021-04-20,2021,39.3,24.3,31.8,1.2,6.81,16.12,3.1,53.0,21.8
SITE049,2021-04-21,2021,42.9,27.9,35.4,0.0,7.35,23.69,5.0,29.0,25.4
SITE049,2021-04-22,2021,39.3,28.4,33.9,0.1,6.09,16.22,2.3,59.0,23.9
SITE049,2021-04-23,2021,38.6,27.3,32.9,0.0,6.11,23.82,2.8,39.0,22.9
SITE049,2021-04-24,2021,40.3,24.1,32.2,0.0,7.23,23.88,1.6,46.0,22.2
SITE049,2021-04-25,2021,36.8,23.7,30.3,0.4,6.27,16.35,3.2,63.0,20.3
SITE049,2021-04-26,2021,33.8,20.4,27.1,1.0,5.93,16.39,2.3,55.0,17.1
SITE049,2021-04-27,2021,32.6,23.2,27.9,0.5,5.07,16.43,3.5,53.0,17.9
SITE049,2021-04-28,2021,38.8,22.6,30.7,0.8,7.1,16.47,3.3,45.0,20.7
SITE049,2021-04-29,2021,39.8,25.4,32.6,1.3,6.97,16.51,4.0,50.0,22.6
SITE049,2021-04-30,2021,38.7,28.9,33.8,0.2,5.87,16.55,3.5,37.0,23.8
SITE049,2021-05-01,2021,35.1,24.3,29.7,1.1,5.72,16.59,3.2,55.0,19.7
SITE049,2021-05-02,2021,39.9,25.0,32.5,0.4,7.1,16.62,2.3,51.0,22.5
SITE049,2021-05-03,2021,40.5,25.1,32.8,1.8,7.27,16.66,5.6,56.0,22.8
SITE049,2021-05-04,2021,44.3,26.1,35.2,1.6,8.31,16.69,1.4,44.0,25.2
SITE049,2021-05-05,2021,42.4,26.7,34.6,0.1,7.64,16.72,3.5,47.0,24.6
SITE049,2021-05-06,2021,38.4,23.8,31.1,0.1,6.89,16.76,5.3,37.0,21.1
SITE049,2021-05-07,2021,40.8,27.6,34.2,0.1,6.99,16.79,4.4,45.0,24.2
SITE049,2021-05-08,2021,38.5,26.5,32.5,0.1,6.44,16.82,4.5,48.0,22.5
SITE049,2021-05-09,2021,41.1,26.0,33.5,0.8,7.42,16.85,5.1,44.0,23.5
SITE049,2021-05-10,2021,36.0,28.1,32.1,1.0,5.22,16.88,4.5,34.0,22.1
SITE049,2021-05-11,2021,35.9,31.2,33.5,0.1,4.16,16.9,3.0,25.0,23.5
SITE049,2021-05-12,2021,36.1,28.3,32.2,0.0,5.24,24.8,2.6,23.0,22.2
SITE049,2021-05-13,2021,41.2,28.5,34.8,0.0,7.01,24.84,3.0,44.0,24.8
SITE049,2021-05-14,2021,38.3,25.3,31.8,7.5,6.7,16.98,3.5,35.0,21.8
SITE049,2021-05-15,2021,40.6,25.9,33.2,1.9,7.32,17.0,3.1,39.0,23.2
SITE049,2021-05-16,2021,41.2,29.0,35.1,0.4,6.95,17.03,3.5,49.0,25.1
SITE049,2021-05-17,2021,43.5,30.0,36.8,0.0,7.53,17.05,5.5,42.0,26.8
SITE049,2021-05-18,2021,40.7,28.1,34.4,0.3,6.97,17.07,2.6,43.0,24.4
SITE049,2021-05-19,2021,39.1,26.7,32.9,1.2,6.71,17.09,2.5,37.0,22.9
SITE049,2021-05-20,2021,36.5,23.1,29.8,0.0,6.57,25.07,2.8,29.0,19.8
SITE049,2021-05-21,2021,38.8,22.5,30.7,0.1,7.39,17.13,5.0,44.0,20.7
SITE049,2021-05-22,2021,40.7,24.7,32.7,0.7,7.65,17.15,3.1,33.0,22.7
SITE049,2021-05-23,2021,44.2,28.7,36.4,1.0,8.06,17.17,2.0,43.0,26.4
SITE049,2021-05-24,2021,44.4,27.7,36.1,1.7,8.33,17.18,2.3,45.0,26.1
SITE049,2021-05-25,2021,44.2,27.4,35.8,2.2,8.33,17.2,3.4,59.0,25.8
SITE049,2021-05-26,2021,38.7,25.3,32.0,3.9,6.89,17.22,4.5,35.0,22.0
SITE049,2021-05-27,2021,41.9,25.2,33.5,0.3,7.97,17.23,4.3,52.0,23.5
SITE049,2021-05-28,2021,45.2,25.8,35.5,1.0,8.92,17.24,3.9,47.0,25.5
SITE049,2021-05-29,2021,45.6,23.1,34.4,1.2,9.41,17.26,2.6,47.0,24.4
SITE049,2021-05-30,2021,40.2,26.4,33.3,0.0,7.22,17.27,3.9,67.0,23.3
SITE049,2021-05-31,2021,42.8,25.1,34.0,0.1,8.3,17.28,3.8,52.0,24.0
SITE049,2021-06-01,2021,42.8,24.8,33.8,0.3,8.34,17.29,2.7,52.0,23.8
SITE049,2021-06-02,2021,38.6,20.9,29.8,0.0,7.62,25.35,2.1,30.0,19.8
SITE049,2021-06-03,2021,42.6,28.2,35.4,0.0,7.69,25.36,3.4,39.0,25.4
SITE049,2021-06-04,2021,46.1,23.5,34.8,0.2,9.55,17.32,2.9,47.0,24.8
SITE049,2021-06-05,2021,41.1,25.0,33.1,0.0,7.8,25.39,3.7,12.0,23.1
SITE049,2021-06-06,2021,39.2,26.1,32.6,1.2,6.99,17.34,3.1,49.0,22.6
SITE049,2021-06-07,2021,40.7,31.8,36.3,0.1,6.18,17.35,4.1,38.0,26.3
SITE049,2021-06-08,2021,44.3,31.1,37.7,0.0,7.71,17.35,4.5,39.0,27.7
SITE049,2021-06-09,2021,42.8,25.7,34.3,0.1,8.22,17.36,2.0,43.0,24.3
SITE049,2021-06-10,2021,39.5,23.9,31.7,0.0,7.48,17.36,2.6,38.0,21.7
SITE049,2021-06-11,2021,40.1,26.7,33.4,1.3,7.19,17.37,2.7,35.0,23.4
SITE049,2021-06-12,2021,39.2,25.9,32.5,0.4,7.02,17.37,3.4,35.0,22.5
SITE049,2021-06-13,2021,38.6,29.8,34.2,0.1,5.93,17.37,6.0,44.0,24.2
SITE049,2021-06-14,2021,40.9,33.9,37.4,0.3,5.58,17.38,2.6,34.0,27.4
SITE049,2021-06-15,2021,43.7,30.9,37.3,0.7,7.53,17.38,2.7,53.0,27.3
SITE049,2021-06-16,2021,44.5,30.9,37.7,0.0,7.86,17.38,2.0,51.0,27.7
SITE049,2021-06-17,2021,45.0,27.5,36.3,0.8,8.67,17.38,2.4,47.0,26.3
SITE049,2021-06-18,2021,40.7,27.5,34.1,0.7,7.23,17.38,2.2,26.0,24.1
SITE049,2021-06-19,2021,45.7,26.6,36.2,0.0,9.02,25.46,5.9,27.0,26.2
SITE049,2021-06-20,2021,47.1,28.1,37.6,0.0,9.25,25.46,2.7,27.0,27.6
SITE049,2021-06-21,2021,46.2,31.0,38.6,0.8,8.42,17.38,5.3,31.0,28.6
