country_fa,year,flood_events,drought_events,storm_events,extreme_temp_events,earthquake_events,total_events,deaths_total,affected_M,source,confidence
آرژانتین,2019,7,1,5,0,0,13,414,0.84,EM-DAT بازسازی آماری,D
آرژانتین,2020,1,0,2,1,0,4,45,0.3,EM-DAT بازسازی آماری,D
آرژانتین,2021,5,0,0,0,1,6,137,1.07,EM-DAT بازسازی آماری,D
آرژانتین,2022,5,1,2,0,1,9,191,1.59,EM-DAT بازسازی آماری,D
آرژانتین,2023,3,1,2,0,0,6,20,3.82,EM-DAT بازسازی آماری,D
آرژانتین,2024,5,0,1,1,0,7,114,0.24,EM-DAT بازسازی آماری,D
مکزیک,1991,6,0,1,0,1,8,208,1.33,EM-DAT بازسازی آماری,D
مکزیک,1992,2,0,6,1,1,10,34,1.45,EM-DAT بازسازی آماری,D
مکزیک,1993,4,1,4,3,1,13,596,1.13,EM-DAT بازسازی آماری,D
مکزیک,1994,4,1,2,2,1,10,137,2.55,EM-DAT بازسازی آماری,D
مکزیک,1995,7,0,4,0,1,12,198,0.21,EM-DAT بازسازی آماری,D
مکزیک,1996,3,0,5,0,3,11,353,1.28,EM-DAT بازسازی آماری,D
مکزیک,1997,3,1,4,1,1,10,400,2.39,EM-DAT بازسازی آماری,D
مکزیک,1998,2,0,3,1,0,6,66,1.21,EM-DAT بازسازی آماری,D
مکزیک,1999,4,0,7,0,5,16,599,1.68,EM-DAT بازسازی آماری,D
مکزیک,2000,4,1,6,1,4,16,293,1.29,EM-DAT بازسازی آماری,D
مکزیک,2001,5,0,4,1,1,11,241,0.66,EM-DAT بازسازی آماری,D
مکزیک,2002,6,0,3,1,2,12,150,1.73,EM-DAT بازسازی آماری,D
مکزیک,2003,4,0,4,1,2,11,307,1.07,EM-DAT بازسازی آماری,D
مکزیک,2004,4,1,7,0,3,15,155,2.98,EM-DAT بازسازی آماری,D
مکزیک,2005,4,0,4,1,4,13,399,0.59,EM-DAT بازسازی آماری,D
مکزیک,2006,5,1,9,0,2,17,265,6.61,EM-DAT بازسازی آماری,D
مکزیک,2007,5,0,3,1,2,11,73,1.97,EM-DAT بازسازی آماری,D
مکزیک,2008,5,0,2,2,1,10,290,1.63,EM-DAT بازسازی آماری,D
مکزیک,2009,3,0,2,0,1,6,92,0.58,EM-DAT بازسازی آماری,D
مکزیک,2010,4,0,5,1,2,12,334,5.79,EM-DAT بازسازی آماری,D
مکزیک,2011,3,0,7,0,2,12,157,0.34,EM-DAT بازسازی آماری,D
مکزیک,2012,4,0,2,0,1,7,254,3.87,EM-DAT بازسازی آماری,D
مکزیک,2013,6,1,8,0,2,17,412,2.41,EM-DAT بازسازی آماری,D
مکزیک,2014,2,0,4,0,3,9,197,0.26,EM-DAT بازسازی آماری,D
مکزیک,2015,3,0,7,1,4,15,188,0.23,EM-DAT بازسازی آماری,D
مکزیک,2016,7,0,5,2,0,14,114,0.53,EM-DAT بازسازی آماری,D
مکزیک,2017,5,0,1,1,2,9,398,3.86,EM-DAT بازسازی آماری,D
مکزیک,2018,5,0,3,1,3,12,202,0.01,EM-DAT بازسازی آماری,D
مکزیک,2019,5,0,5,1,2,13,222,0.79,EM-DAT بازسازی آماری,D
مکزیک,2020,12,0,4,1,6,23,968,0.14,EM-DAT بازسازی آماری,D
مکزیک,2021,2,0,6,0,4,12,462,0.68,EM-DAT بازسازی آماری,D
مکزیک,2022,4,0,3,2,1,10,203,0.99,EM-DAT بازسازی آماری,D
مکزیک,2023,5,0,6,0,1,12,386,2.7,EM-DAT بازسازی آماری,D
مکزیک,2024,5,1,6,0,4,16,644,2.08,EM-DAT بازسازی آماری,D
نیجریه,1991,1,0,4,0,0,5,105,0.55,EM-DAT بازسازی آماری,D
نیجریه,1992,10,0,2,0,0,12,314,1.82,EM-DAT بازسازی آماری,D
نیجریه,1993,10,0,0,1,0,11,1027,1.48,EM-DAT بازسازی آماری,D
نیجریه,1994,1,0,3,1,0,5,356,1.4,EM-DAT بازسازی آماری,D
نیجریه,1995,4,0,1,1,0,6,126,4.41,EM-DAT بازسازی آماری,D
نیجریه,1996,8,0,1,1,0,10,168,1.16,EM-DAT بازسازی آماری,D
نیجریه,1997,5,0,1,1,0,7,98,5.82,EM-DAT بازسازی آماری,D
نیجریه,1998,8,0,2,3,0,13,174,8.59,EM-DAT بازسازی آماری,D
نیجریه,1999,7,0,2,1,0,10,386,2.57,EM-DAT بازسازی آماری,D
نیجریه,2000,5,0,2,1,0,8,42,7.21,EM-DAT بازسازی آماری,D
نیجریه,2001,4,0,1,1,1,7,111,0.94,EM-DAT بازسازی آماری,D
نیجریه,2002,8,1,3,0,0,12,815,7.09,EM-DAT بازسازی آماری,D
نیجریه,2003,6,0,3,0,1,10,852,1.66,EM-DAT بازسازی آماری,D
نیجریه,2004,0,0,1,0,0,1,6,0.07,EM-DAT بازسازی آماری,D
نیجریه,2005,4,0,4,0,0,8,192,1.32,EM-DAT بازسازی آماری,D
نیجریه,2006,7,1,3,0,2,13,265,23.55,EM-DAT بازسازی آماری,D
نیجریه,2007,5,0,2,2,0,9,452,0.88,EM-DAT بازسازی آماری,D
نیجریه,2008,8,1,1,0,0,10,5,6.76,EM-DAT بازسازی آماری,D
نیجریه,2009,5,0,7,3,0,15,106,1.11,EM-DAT بازسازی آماری,D
نیجریه,2010,10,0,1,2,0,13,275,0.18,EM-DAT بازسازی آماری,D
نیجریه,2011,1,0,1,0,1,3,33,0.61,EM-DAT بازسازی آماری,D
نیجریه,2012,4,1,3,1,1,10,111,6.16,EM-DAT بازسازی آماری,D
نیجریه,2013,10,0,4,0,0,14,679,22.65,EM-DAT بازسازی آماری,D
نیجریه,2014,3,1,1,3,0,8,526,8.13,EM-DAT بازسازی آماری,D
نیجریه,2015,4,0,2,0,2,8,470,0.81,EM-DAT بازسازی آماری,D
نیجریه,2016,6,1,2,1,0,10,154,6.06,EM-DAT بازسازی آماری,D
نیجریه,2017,10,0,1,0,0,11,102,13.66,EM-DAT بازسازی آماری,D
نیجریه,2018,3,1,1,1,0,6,263,3.28,EM-DAT بازسازی آماری,D
نیجریه,2019,2,0,4,0,0,6,280,0.64,EM-DAT بازسازی آماری,D
نیجریه,2020,5,1,3,1,0,10,391,1.51,EM-DAT بازسازی آماری,D
نیجریه,2021,5,0,1,1,0,7,81,2.37,EM-DAT بازسازی آماری,D
نیجریه,2022,4,0,2,1,0,7,158,0.95,EM-DAT بازسازی آماری,D
نیجریه,2023,5,0,1,1,0,7,92,1.03,EM-DAT بازسازی آماری,D
نیجریه,2024,2,0,2,0,0,4,83,1.57,EM-DAT بازسازی آماری,D
اتیوپی,1991,3,1,1,1,0,6,60,4.26,EM-DAT بازسازی آماری,D
اتیوپی,1992,2,0,1,2,0,5,125,0.19,EM-DAT بازسازی آماری,D
اتیوپی,1993,3,1,0,0,0,4,6,5.87,EM-DAT بازسازی آماری,D
اتیوپی,1994,3,1,1,1,0,6,176,6.89,EM-DAT بازسازی آماری,D
اتیوپی,1995,0,1,1,1,0,3,22,2.55,EM-DAT بازسازی آماری,D
اتیوپی,1996,2,1,0,1,0,4,58,3.66,EM-DAT بازسازی آماری,D
اتیوپی,1997,5,0,0,0,0,5,137,1.57,EM-DAT بازسازی آماری,D
اتیوپی,1998,8,1,0,2,0,11,569,11.81,EM-DAT بازسازی آماری,D
اتیوپی,1999,1,1,0,0,0,2,24,22.51,EM-DAT بازسازی آماری,D
اتیوپی,2000,3,1,1,0,0,5,34,14.66,EM-DAT بازسازی آماری,D
اتیوپی,2001,5,1,0,0,1,7,558,38.32,EM-DAT بازسازی آماری,D
اتیوپی,2002,0,0,2,1,0,3,64,0.05,EM-DAT بازسازی آماری,D
اتیوپی,2003,2,0,1,0,0,3,46,0.26,EM-DAT بازسازی آماری,D
اتیوپی,2004,0,0,0,0,0,0,0,0.0,EM-DAT بازسازی آماری,D
اتیوپی,2005,1,0,0,2,0,3,58,0.19,EM-DAT بازسازی آماری,D
اتیوپی,2006,3,0,0,0,0,3,15,1.07,EM-DAT بازسازی آماری,D
اتیوپی,2007,4,1,0,1,0,6,108,1.01,EM-DAT بازسازی آماری,D
اتیوپی,2008,2,1,0,0,0,3,190,6.25,EM-DAT بازسازی آماری,D
اتیوپی,2009,1,0,0,1,0,2,25,0.14,EM-DAT بازسازی آماری,D
اتیوپی,2010,4,1,0,2,0,7,76,6.77,EM-DAT بازسازی آماری,D
اتیوپی,2011,1,0,0,0,0,1,1,0.03,EM-DAT بازسازی آماری,D
اتیوپی,2012,2,1,2,0,0,5,278,12.59,EM-DAT بازسازی آماری,D
اتیوپی,2013,1,1,0,1,0,3,42,4.68,EM-DAT بازسازی آماری,D
اتیوپی,2014,5,1,0,2,2,10,423,17.18,EM-DAT بازسازی آماری,D
اتیوپی,2015,3,1,2,2,1,9,121,3.69,EM-DAT بازسازی آماری,D
اتیوپی,2016,2,1,2,1,0,6,366,5.15,EM-DAT بازسازی آماری,D
اتیوپی,2017,5,1,0,0,0,6,185,6.89,EM-DAT بازسازی آماری,D
اتیوپی,2018,2,1,1,0,0,4,20,14.82,EM-DAT بازسازی آماری,D
اتیوپی,2019,2,0,0,0,1,3,205,0.01,EM-DAT بازسازی آماری,D
اتیوپی,2020,0,0,2,1,1,4,86,0.41,EM-DAT بازسازی آماری,D
اتیوپی,2021,2,0,0,2,1,5,179,0.26,EM-DAT بازسازی آماری,D
اتیوپی,2022,4,0,0,1,1,6,229,0.66,EM-DAT بازسازی آماری,D
اتیوپی,2023,3,0,1,0,2,6,311,1.3,EM-DAT بازسازی آماری,D
اتیوپی,2024,5,0,0,1,2,8,219,5.61,EM-DAT بازسازی آماری,D
اندونزی,1991,8,1,4,1,2,16,437,2.07,EM-DAT بازسازی آماری,D
اندونزی,1992,7,0,4,0,7,18,454,0.13,EM-DAT بازسازی آماری,D
اندونزی,1993,4,1,8,1,3,17,352,3.79,EM-DAT بازسازی آماری,D
اندونزی,1994,10,0,5,1,4,20,325,1.4,EM-DAT بازسازی آماری,D
اندونزی,1995,6,0,2,2,3,13,904,0.15,EM-DAT بازسازی آماری,D
اندونزی,1996,10,0,6,1,3,20,1063,7.54,EM-DAT بازسازی آماری,D
اندونزی,1997,12,1,5,0,1,19,823,6.77,EM-DAT بازسازی آماری,D
اندونزی,1998,2,0,5,1,1,9,28,0.76,EM-DAT بازسازی آماری,D
اندونزی,1999,6,0,7,1,7,21,1075,1.16,EM-DAT بازسازی آماری,D
اندونزی,2000,3,0,6,1,2,12,213,0.73,EM-DAT بازسازی آماری,D
اندونزی,2001,11,0,8,0,5,24,3115,10.83,EM-DAT بازسازی آماری,D
اندونزی,2002,5,0,3,0,3,11,276,1.07,EM-DAT بازسازی آماری,D
اندونزی,2003,9,0,1,0,4,14,228,7.21,EM-DAT بازسازی آماری,D
اندونزی,2004,7,0,6,0,3,16,813,3.28,EM-DAT بازسازی آماری,D
اندونزی,2005,10,0,4,1,0,15,1268,1.91,EM-DAT بازسازی آماری,D
اندونزی,2006,13,1,4,0,4,22,522,8.42,EM-DAT بازسازی آماری,D
اندونزی,2007,7,0,2,0,4,13,745,0.39,EM-DAT بازسازی آماری,D
اندونزی,2008,2,0,4,0,5,11,213,1.14,EM-DAT بازسازی آماری,D
اندونزی,2009,11,0,8,0,3,22,1172,1.01,EM-DAT بازسازی آماری,D
اندونزی,2010,5,0,5,0,2,12,254,0.64,EM-DAT بازسازی آماری,D
اندونزی,2011,7,0,2,0,2,11,713,1.18,EM-DAT بازسازی آماری,D
اندونزی,2012,4,0,10,0,1,15,117,1.08,EM-DAT بازسازی آماری,D
اندونزی,2013,7,1,7,0,3,18,1284,4.17,EM-DAT بازسازی آماری,D
اندونزی,2014,4,0,5,0,6,15,1607,1.72,EM-DAT بازسازی آماری,D
اندونزی,2015,6,0,4,0,2,12,307,1.73,EM-DAT بازسازی آماری,D
اندونزی,2016,6,0,6,0,2,14,404,0.32,EM-DAT بازسازی آماری,D
اندونزی,2017,5,0,3,0,4,12,1544,2.27,EM-DAT بازسازی آماری,D
اندونزی,2018,11,0,6,0,6,23,721,16.02,EM-DAT بازسازی آماری,D
اندونزی,2019,7,0,3,0,6,16,363,0.19,EM-DAT بازسازی آماری,D
اندونزی,2020,5,1,4,0,2,12,419,4.0,EM-DAT بازسازی آماری,D
اندونزی,2021,8,1,5,0,0,14,604,1.6,EM-DAT بازسازی آماری,D
اندونزی,2022,13,1,6,2,5,27,1294,5.16,EM-DAT بازسازی آماری,D
اندونزی,2023,15,0,1,0,1,17,551,4.7,EM-DAT بازسازی آماری,D
اندونزی,2024,10,0,4,0,5,19,839,1.79,EM-DAT بازسازی آماری,D
استرالیا,1991,2,1,5,0,0,8,19,4.76,EM-DAT بازسازی آماری,D
استرالیا,1992,5,1,3,2,0,11,318,4.1,EM-DAT بازسازی آماری,D
استرالیا,1993,5,0,4,1,0,10,119,0.05,EM-DAT بازسازی آماری,D
استرالیا,1994,0,0,8,2,0,10,155,0.02,EM-DAT بازسازی آماری,D
استرالیا,1995,6,1,4,1,0,12,151,1.48,EM-DAT بازسازی آماری,D
استرالیا,1996,4,0,6,1,0,11,22,0.41,EM-DAT بازسازی آماری,D
استرالیا,1997,7,0,2,1,1,11,124,0.23,EM-DAT بازسازی آماری,D
استرالیا,1998,2,1,3,2,0,8,29,4.23,EM-DAT بازسازی آماری,D
استرالیا,1999,3,1,4,1,0,9,47,0.44,EM-DAT بازسازی آماری,D
استرالیا,2000,1,1,6,1,0,9,224,5.25,EM-DAT بازسازی آماری,D
استرالیا,2001,1,0,3,0,0,4,38,0.07,EM-DAT بازسازی آماری,D
استرالیا,2002,4,0,3,3,0,10,74,0.89,EM-DAT بازسازی آماری,D
استرالیا,2003,6,0,5,0,0,11,53,0.48,EM-DAT بازسازی آماری,D
استرالیا,2004,2,0,2,1,0,5,22,0.15,EM-DAT بازسازی آماری,D
استرالیا,2005,1,0,3,0,0,4,7,0.4,EM-DAT بازسازی آماری,D
استرالیا,2006,2,1,3,2,0,8,90,0.36,EM-DAT بازسازی آماری,D
استرالیا,2007,5,0,2,1,0,8,46,0.06,EM-DAT بازسازی آماری,D
استرالیا,2008,4,1,1,1,1,8,117,5.13,EM-DAT بازسازی آماری,D
استرالیا,2009,3,0,3,1,0,7,18,0.52,EM-DAT بازسازی آماری,D
استرالیا,2010,6,0,1,1,2,10,268,1.09,EM-DAT بازسازی آماری,D
استرالیا,2011,4,1,2,0,0,7,10,2.09,EM-DAT بازسازی آماری,D
استرالیا,2012,6,1,7,1,0,15,260,2.75,EM-DAT بازسازی آماری,D
استرالیا,2013,4,0,1,0,0,5,25,0.14,EM-DAT بازسازی آماری,D
استرالیا,2014,3,1,7,3,0,14,137,0.37,EM-DAT بازسازی آماری,D
استرالیا,2015,1,0,5,1,0,7,33,0.44,EM-DAT بازسازی آماری,D
استرالیا,2016,3,0,6,1,0,10,210,0.31,EM-DAT بازسازی آماری,D
استرالیا,2017,3,1,4,1,0,9,11,3.99,EM-DAT بازسازی آماری,D
استرالیا,2018,2,0,2,3,0,7,42,0.19,EM-DAT بازسازی آماری,D
استرالیا,2019,4,1,2,0,0,7,38,4.43,EM-DAT بازسازی آماری,D
استرالیا,2020,3,1,4,0,0,8,74,2.34,EM-DAT بازسازی آماری,D
استرالیا,2021,1,0,1,1,0,3,7,0.17,EM-DAT بازسازی آماری,D
استرالیا,2022,2,0,3,2,0,7,51,0.28,EM-DAT بازسازی آماری,D
استرالیا,2023,3,1,3,0,0,7,102,0.63,EM-DAT بازسازی آماری,D
استرالیا,2024,2,0,0,0,0,2,12,0.09,EM-DAT بازسازی آماری,D
آلمان,1991,1,0,0,0,0,1,23,0.2,EM-DAT بازسازی آماری,D
آلمان,1992,1,0,2,0,0,3,29,0.06,EM-DAT بازسازی آماری,D
آلمان,1993,5,0,2,0,1,8,25,0.56,EM-DAT بازسازی آماری,D
آلمان,1994,3,1,0,1,1,6,148,0.5,EM-DAT بازسازی آماری,D
آلمان,1995,4,0,0,1,0,5,42,0.4,EM-DAT بازسازی آماری,D
آلمان,1996,2,0,0,2,0,4,78,0.35,EM-DAT بازسازی آماری,D
آلمان,1997,4,0,0,0,0,4,21,0.42,EM-DAT بازسازی آماری,D
آلمان,1998,6,1,0,1,0,8,142,0.7,EM-DAT بازسازی آماری,D
آلمان,1999,3,0,1,2,0,6,22,0.24,EM-DAT بازسازی آماری,D
آلمان,2000,5,0,1,0,0,6,33,0.9,EM-DAT بازسازی آماری,D
آلمان,2001,1,0,2,0,0,3,39,0.32,EM-DAT بازسازی آماری,D
آلمان,2002,1,0,2,1,0,4,77,0.12,EM-DAT بازسازی آماری,D
آلمان,2003,1,0,0,0,0,1,5,0.0,EM-DAT بازسازی آماری,D
آلمان,2004,5,0,0,1,0,6,33,0.44,EM-DAT بازسازی آماری,D
آلمان,2005,1,0,6,0,1,8,62,0.17,EM-DAT بازسازی آماری,D
آلمان,2006,1,0,2,1,0,4,25,0.21,EM-DAT بازسازی آماری,D
آلمان,2007,1,0,1,0,0,2,0,0.14,EM-DAT بازسازی آماری,D
آلمان,2008,4,1,6,2,0,13,141,0.24,EM-DAT بازسازی آماری,D
آلمان,2009,2,0,1,0,1,4,91,0.16,EM-DAT بازسازی آماری,D
آلمان,2010,2,0,1,1,0,4,17,0.04,EM-DAT بازسازی آماری,D
آلمان,2011,2,0,2,1,0,5,128,0.24,EM-DAT بازسازی آماری,D
آلمان,2012,1,0,0,1,0,2,48,0.11,EM-DAT بازسازی آماری,D
آلمان,2013,3,0,1,1,0,5,60,0.1,EM-DAT بازسازی آماری,D
آلمان,2014,3,0,0,1,0,4,15,0.36,EM-DAT بازسازی آماری,D
آلمان,2015,3,0,2,0,1,6,156,0.79,EM-DAT بازسازی آماری,D
آلمان,2016,1,0,0,1,0,2,60,0.01,EM-DAT بازسازی آماری,D
آلمان,2017,2,0,0,0,2,4,268,0.02,EM-DAT بازسازی آماری,D
آلمان,2018,7,0,3,1,0,11,87,0.58,EM-DAT بازسازی آماری,D
آلمان,2019,5,0,5,3,1,14,262,0.11,EM-DAT بازسازی آماری,D
آلمان,2020,4,0,2,0,1,7,235,1.2,EM-DAT بازسازی آماری,D
آلمان,2021,0,1,0,0,0,1,0,0.62,EM-DAT بازسازی آماری,D
آلمان,2022,0,1,1,1,0,3,13,0.21,EM-DAT بازسازی آماری,D
آلمان,2023,1,0,1,1,1,4,151,0.11,EM-DAT بازسازی آماری,D
آلمان,2024,0,0,4,0,0,4,39,0.04,EM-DAT بازسازی آماری,D
فرانسه,1991,4,1,1,0,0,6,163,0.38,EM-DAT بازسازی آماری,D
فرانسه,1992,5,0,1,1,0,7,78,0.18,EM-DAT بازسازی آماری,D
فرانسه,1993,0,0,1,0,0,1,13,0.02,EM-DAT بازسازی آماری,D
فرانسه,1994,3,1,0,2,1,7,85,0.92,EM-DAT بازسازی آماری,D
فرانسه,1995,4,0,1,5,0,10,119,0.12,EM-DAT بازسازی آماری,D
فرانسه,1996,2,0,0,0,0,2,21,0.02,EM-DAT بازسازی آماری,D
فرانسه,1997,0,0,3,0,0,3,25,0.31,EM-DAT بازسازی آماری,D
فرانسه,1998,3,0,2,2,0,7,160,0.27,EM-DAT بازسازی آماری,D
فرانسه,1999,4,0,1,1,0,6,65,0.19,EM-DAT بازسازی آماری,D
فرانسه,2000,7,0,2,2,0,11,145,0.32,EM-DAT بازسازی آماری,D
فرانسه,2001,1,0,4,2,0,7,104,0.16,EM-DAT بازسازی آماری,D
فرانسه,2002,3,0,4,0,0,7,40,0.61,EM-DAT بازسازی آماری,D
فرانسه,2003,4,0,2,0,0,6,29,0.23,EM-DAT بازسازی آماری,D
فرانسه,2004,3,0,1,0,0,4,9,0.22,EM-DAT بازسازی آماری,D
فرانسه,2005,5,0,0,1,0,6,87,0.28,EM-DAT بازسازی آماری,D
فرانسه,2006,3,1,4,1,0,9,83,0.84,EM-DAT بازسازی آماری,D
فرانسه,2007,1,0,1,1,0,3,14,0.08,EM-DAT بازسازی آماری,D
فرانسه,2008,1,1,3,0,0,5,3,0.29,EM-DAT بازسازی آماری,D
فرانسه,2009,3,0,3,0,0,6,14,0.5,EM-DAT بازسازی آماری,D
فرانسه,2010,5,0,2,1,0,8,19,0.96,EM-DAT بازسازی آماری,D
فرانسه,2011,3,0,2,0,0,5,50,0.18,EM-DAT بازسازی آماری,D
فرانسه,2012,3,0,5,1,0,9,110,0.21,EM-DAT بازسازی آماری,D
فرانسه,2013,7,1,4,1,0,13,151,0.91,EM-DAT بازسازی آماری,D
فرانسه,2014,3,1,2,0,2,8,255,1.12,EM-DAT بازسازی آماری,D
فرانسه,2015,2,0,3,0,0,5,3,0.29,EM-DAT بازسازی آماری,D
فرانسه,2016,4,0,2,1,0,7,73,0.08,EM-DAT بازسازی آماری,D
فرانسه,2017,4,0,2,0,0,6,11,0.33,EM-DAT بازسازی آماری,D
فرانسه,2018,2,0,0,0,1,3,43,0.13,EM-DAT بازسازی آماری,D
فرانسه,2019,4,0,5,0,0,9,62,0.15,EM-DAT بازسازی آماری,D
فرانسه,2020,4,0,1,0,0,5,10,0.14,EM-DAT بازسازی آماری,D
فرانسه,2021,1,0,4,0,0,5,89,0.05,EM-DAT بازسازی آماری,D
فرانسه,2022,0,0,5,0,0,5,21,0.29,EM-DAT بازسازی آماری,D
فرانسه,2023,3,0,0,2,0,5,77,0.28,EM-DAT بازسازی آماری,D
فرانسه,2024,8,0,1,0,0,9,29,0.07,EM-DAT بازسازی آماری,D
ایتالیا,1991,3,0,1,0,0,4,93,0.49,EM-DAT بازسازی آماری,D
ایتالیا,1992,1,0,3,0,0,4,47,0.2,EM-DAT بازسازی آماری,D
ایتالیا,1993,5,0,0,1,1,7,56,0.38,EM-DAT بازسازی آماری,D
ایتالیا,1994,7,0,3,0,2,12,181,0.18,EM-DAT بازسازی آماری,D
ایتالیا,1995,2,0,4,3,1,10,76,0.16,EM-DAT بازسازی آماری,D
ایتالیا,1996,3,0,5,1,0,9,104,0.15,EM-DAT بازسازی آماری,D
ایتالیا,1997,4,0,2,0,1,7,163,0.63,EM-DAT بازسازی آماری,D
ایتالیا,1998,2,0,1,2,1,6,170,0.08,EM-DAT بازسازی آماری,D
ایتالیا,1999,0,1,1,1,2,5,87,0.2,EM-DAT بازسازی آماری,D
ایتالیا,2000,1,0,1,1,0,3,6,0.04,EM-DAT بازسازی آماری,D
ایتالیا,2001,3,0,2,1,2,8,90,0.05,EM-DAT بازسازی آماری,D
ایتالیا,2002,3,0,3,1,1,8,180,0.35,EM-DAT بازسازی آماری,D
ایتالیا,2003,3,0,0,1,0,4,26,0.01,EM-DAT بازسازی آماری,D
ایتالیا,2004,2,0,1,0,0,3,29,0.55,EM-DAT بازسازی آماری,D
ایتالیا,2005,5,0,2,2,0,9,138,0.35,EM-DAT بازسازی آماری,D
ایتالیا,2006,2,0,2,5,1,10,719,0.46,EM-DAT بازسازی آماری,D
ایتالیا,2007,4,0,0,1,1,6,193,0.22,EM-DAT بازسازی آماری,D
ایتالیا,2008,5,0,3,0,0,8,74,0.07,EM-DAT بازسازی آماری,D
ایتالیا,2009,1,0,2,0,1,4,7,0.38,EM-DAT بازسازی آماری,D
ایتالیا,2010,5,0,2,0,1,8,105,0.64,EM-DAT بازسازی آماری,D
ایتالیا,2011,7,0,0,0,1,8,196,0.42,EM-DAT بازسازی آماری,D
ایتالیا,2012,2,0,2,0,0,4,93,0.24,EM-DAT بازسازی آماری,D
ایتالیا,2013,4,0,4,2,1,11,178,0.34,EM-DAT بازسازی آماری,D
ایتالیا,2014,2,0,1,0,0,3,14,0.15,EM-DAT بازسازی آماری,D
ایتالیا,2015,3,0,0,0,2,5,164,0.16,EM-DAT بازسازی آماری,D
ایتالیا,2016,5,0,1,1,1,8,39,0.78,EM-DAT بازسازی آماری,D
ایتالیا,2017,2,1,0,1,2,6,117,0.26,EM-DAT بازسازی آماری,D
ایتالیا,2018,1,0,2,0,0,3,62,0.21,EM-DAT بازسازی آماری,D
ایتالیا,2019,1,0,2,1,0,4,41,0.12,EM-DAT بازسازی آماری,D
ایتالیا,2020,5,1,1,2,1,10,215,0.72,EM-DAT بازسازی آماری,D
ایتالیا,2021,2,0,4,1,0,7,120,0.07,EM-DAT بازسازی آماری,D
ایتالیا,2022,3,0,2,1,0,6,57,0.17,EM-DAT بازسازی آماری,D
ایتالیا,2023,3,0,3,0,1,7,311,0.53,EM-DAT بازسازی آماری,D
ایتالیا,2024,1,0,4,0,0,5,46,0.04,EM-DAT بازسازی آماری,D
اسپانیا,1991,1,0,3,1,0,5,89,0.25,EM-DAT بازسازی آماری,D
اسپانیا,1992,1,0,3,3,0,7,87,0.36,EM-DAT بازسازی آماری,D
اسپانیا,1993,2,0,1,2,1,6,162,0.18,EM-DAT بازسازی آماری,D
اسپانیا,1994,2,0,1,0,0,3,65,0.08,EM-DAT بازسازی آماری,D
اسپانیا,1995,3,0,3,1,0,7,184,0.18,EM-DAT بازسازی آماری,D
اسپانیا,1996,2,0,1,2,0,5,49,0.12,EM-DAT بازسازی آماری,D
اسپانیا,1997,2,0,0,2,0,4,96,0.07,EM-DAT بازسازی آماری,D
اسپانیا,1998,5,1,0,0,0,6,46,1.87,EM-DAT بازسازی آماری,D
اسپانیا,1999,3,0,2,1,0,6,49,0.18,EM-DAT بازسازی آماری,D
اسپانیا,2000,6,0,2,5,0,13,143,0.41,EM-DAT بازسازی آماری,D
اسپانیا,2001,2,0,2,0,0,4,176,0.21,EM-DAT بازسازی آماری,D
اسپانیا,2002,2,1,4,3,0,10,182,0.54,EM-DAT بازسازی آماری,D
اسپانیا,2003,1,0,2,0,0,3,30,0.26,EM-DAT بازسازی آماری,D
اسپانیا,2004,1,0,2,2,0,5,34,0.33,EM-DAT بازسازی آماری,D
اسپانیا,2005,2,0,1,0,2,5,117,0.2,EM-DAT بازسازی آماری,D
اسپانیا,2006,1,0,3,2,0,6,59,0.54,EM-DAT بازسازی آماری,D
اسپانیا,2007,4,0,2,2,0,8,89,0.09,EM-DAT بازسازی آماری,D
اسپانیا,2008,2,0,1,2,0,5,56,0.18,EM-DAT بازسازی آماری,D
اسپانیا,2009,6,1,5,1,0,13,220,0.95,EM-DAT بازسازی آماری,D
اسپانیا,2010,0,0,1,0,1,2,53,0.2,EM-DAT بازسازی آماری,D
اسپانیا,2011,2,0,0,1,0,3,35,0.4,EM-DAT بازسازی آماری,D
اسپانیا,2012,1,0,2,0,0,3,16,0.19,EM-DAT بازسازی آماری,D
اسپانیا,2013,0,1,1,0,0,2,1,2.26,EM-DAT بازسازی آماری,D
اسپانیا,2014,2,0,4,1,0,7,30,0.49,EM-DAT بازسازی آماری,D
اسپانیا,2015,3,1,4,1,0,9,75,1.42,EM-DAT بازسازی آماری,D
اسپانیا,2016,5,0,2,1,0,8,111,0.35,EM-DAT بازسازی آماری,D
اسپانیا,2017,2,0,0,0,0,2,12,0.2,EM-DAT بازسازی آماری,D
اسپانیا,2018,3,0,3,0,1,7,104,0.44,EM-DAT بازسازی آماری,D
اسپانیا,2019,3,0,1,1,1,6,104,0.14,EM-DAT بازسازی آماری,D
اسپانیا,2020,2,1,3,0,0,6,68,0.74,EM-DAT بازسازی آماری,D
اسپانیا,2021,5,0,2,1,0,8,127,0.24,EM-DAT بازسازی آماری,D
اسپانیا,2022,4,0,3,0,0,7,109,0.39,EM-DAT بازسازی آماری,D
اسپانیا,2023,5,0,1,0,1,7,128,0.92,EM-DAT بازسازی آماری,D
اسپانیا,2024,1,1,1,0,1,4,64,0.83,EM-DAT بازسازی آماری,D
هلند,1991,3,0,1,0,0,4,19,0.21,EM-DAT بازسازی آماری,D
هلند,1992,0,0,2,1,1,4,105,0.06,EM-DAT بازسازی آماری,D
هلند,1993,2,0,0,0,1,3,137,0.02,EM-DAT بازسازی آماری,D
