site_id,month,tmax_c,tmin_c,tavg_c,precip_mm,et0_mm,dtr_c,rh_pct,sunshine_h_day,wind_ms
SITE153,12,20.7,7.2,13.9,92.2,59.0,13.6,66.0,6.0,2.5
SITE154,1,16.8,8.5,12.7,106.5,92.0,8.3,64.0,6.2,2.5
SITE154,2,16.6,8.1,12.3,95.8,86.0,8.5,63.0,6.3,2.5
SITE154,3,16.8,8.5,12.7,101.2,97.0,8.4,64.0,6.2,2.5
SITE154,4,17.9,9.3,13.6,90.5,95.0,8.6,63.0,6.3,2.5
SITE154,5,19.4,10.2,14.8,69.2,100.0,9.1,61.0,6.4,2.5
SITE154,6,20.9,11.2,16.1,47.9,99.0,9.7,60.0,6.5,2.5
SITE154,7,22.1,11.9,17.0,26.6,109.0,10.2,58.0,6.6,2.5
SITE154,8,22.3,12.3,17.3,31.9,115.0,10.0,58.0,6.6,2.5
SITE154,9,21.6,12.3,17.0,63.9,111.0,9.3,61.0,6.4,2.5
SITE154,10,20.3,11.8,16.1,95.8,107.0,8.5,63.0,6.3,2.5
SITE154,11,18.9,10.7,14.8,106.5,96.0,8.3,64.0,6.2,2.5
SITE154,12,17.6,9.6,13.6,117.1,92.0,8.0,65.0,6.1,2.5
SITE155,1,15.6,7.3,11.4,73.2,88.0,8.3,64.0,6.2,2.5
SITE155,2,15.3,6.8,11.0,65.9,83.0,8.5,63.0,6.3,2.5
SITE155,3,15.6,7.2,11.4,69.5,93.0,8.4,64.0,6.2,2.5
SITE155,4,16.8,8.2,12.5,62.2,92.0,8.6,63.0,6.3,2.5
SITE155,5,18.5,9.3,13.9,47.6,97.0,9.1,61.0,6.4,2.5
SITE155,6,20.1,10.5,15.3,32.9,97.0,9.7,60.0,6.5,2.5
SITE155,7,21.4,11.3,16.4,18.3,107.0,10.2,58.0,6.6,2.5
SITE155,8,21.8,11.7,16.7,22.0,113.0,10.0,58.0,6.6,2.5
SITE155,9,21.0,11.7,16.4,43.9,109.0,9.3,61.0,6.4,2.5
SITE155,10,19.6,11.1,15.3,65.9,105.0,8.5,63.0,6.3,2.5
SITE155,11,18.0,9.8,13.9,73.2,93.0,8.3,64.0,6.2,2.5
SITE155,12,16.5,8.5,12.5,80.5,89.0,8.0,65.0,6.1,2.5
SITE156,1,16.5,8.3,12.4,137.5,92.0,8.3,64.0,6.2,2.5
SITE156,2,16.3,7.8,12.0,123.8,86.0,8.5,63.0,6.3,2.5
SITE156,3,16.6,8.2,12.4,130.7,96.0,8.4,64.0,6.2,2.5
SITE156,4,17.7,9.1,13.4,116.9,95.0,8.6,63.0,6.3,2.5
SITE156,5,19.3,10.2,14.8,89.4,99.0,9.1,61.0,6.4,2.5
SITE156,6,21.0,11.3,16.1,61.9,99.0,9.7,60.0,6.5,2.5
SITE156,7,22.2,12.0,17.1,34.4,109.0,10.2,58.0,6.6,2.5
SITE156,8,22.5,12.5,17.5,41.3,116.0,10.0,58.0,6.6,2.5
SITE156,9,21.8,12.5,17.1,82.5,111.0,9.3,61.0,6.4,2.5
SITE156,10,20.4,11.9,16.1,123.8,108.0,8.5,63.0,6.3,2.5
SITE156,11,18.9,10.6,14.8,137.5,96.0,8.3,64.0,6.2,2.5
SITE156,12,17.4,9.4,13.4,151.3,92.0,8.0,65.0,6.1,2.5
SITE157,1,15.1,5.8,10.4,74.6,81.0,9.3,60.0,6.5,2.5
SITE157,2,15.4,6.0,10.7,70.0,80.0,9.4,60.0,6.5,2.5
SITE157,3,16.2,7.1,11.7,88.6,95.0,9.0,61.0,6.4,2.5
SITE157,4,17.3,8.5,12.9,102.6,97.0,8.7,62.0,6.3,2.5
SITE157,5,18.4,9.9,14.2,116.6,101.0,8.5,63.0,6.3,2.5
SITE157,6,19.2,11.0,15.1,130.6,97.0,8.2,64.0,6.2,2.5
SITE157,7,19.4,11.4,15.4,140.0,101.0,8.0,64.0,6.2,2.5
SITE157,8,19.2,10.9,15.1,126.0,103.0,8.3,64.0,6.2,2.5
SITE157,9,18.5,9.8,14.2,107.3,98.0,8.7,62.0,6.3,2.5
SITE157,10,17.4,8.4,12.9,88.6,95.0,9.0,61.0,6.4,2.5
SITE157,11,16.3,7.0,11.7,79.3,83.0,9.2,61.0,6.4,2.5
SITE157,12,15.4,6.1,10.7,74.6,80.0,9.3,60.0,6.5,2.5
SITE158,1,14.5,5.2,9.9,52.7,80.0,9.3,60.0,6.5,2.5
SITE158,2,14.9,5.5,10.2,49.4,79.0,9.4,60.0,6.5,2.5
SITE158,3,15.7,6.7,11.2,62.6,94.0,9.0,61.0,6.4,2.5
SITE158,4,16.9,8.1,12.5,72.5,95.0,8.7,62.0,6.3,2.5
SITE158,5,18.0,9.5,13.8,82.4,100.0,8.5,63.0,6.3,2.5
SITE158,6,18.8,10.6,14.7,92.3,96.0,8.2,64.0,6.2,2.5
SITE158,7,19.1,11.1,15.1,98.9,99.0,8.0,64.0,6.2,2.5
SITE158,8,18.9,10.6,14.7,89.0,102.0,8.3,64.0,6.2,2.5
SITE158,9,18.1,9.4,13.8,75.8,97.0,8.7,62.0,6.3,2.5
SITE158,10,17.0,8.0,12.5,62.6,94.0,9.0,61.0,6.4,2.5
SITE158,11,15.8,6.6,11.2,56.0,82.0,9.2,61.0,6.4,2.5
SITE158,12,14.9,5.6,10.2,52.7,79.0,9.3,60.0,6.5,2.5
SITE159,1,14.5,5.2,9.9,96.6,79.0,9.3,60.0,6.5,2.5
SITE159,2,14.9,5.5,10.2,90.5,78.0,9.4,60.0,6.5,2.5
SITE159,3,15.7,6.6,11.2,114.7,94.0,9.0,61.0,6.4,2.5
SITE159,4,16.8,8.1,12.4,132.8,95.0,8.7,62.0,6.3,2.5
SITE159,5,17.9,9.5,13.7,150.9,100.0,8.5,63.0,6.3,2.5
SITE159,6,18.7,10.6,14.6,169.0,96.0,8.2,64.0,6.2,2.5
SITE159,7,19.0,11.0,15.0,181.1,99.0,8.0,64.0,6.2,2.5
SITE159,8,18.8,10.5,14.6,162.9,102.0,8.3,64.0,6.2,2.5
SITE159,9,18.0,9.4,13.7,138.8,97.0,8.7,62.0,6.3,2.5
SITE159,10,16.9,7.9,12.4,114.7,93.0,9.0,61.0,6.4,2.5
SITE159,11,15.8,6.6,11.2,102.6,81.0,9.2,61.0,6.4,2.5
SITE159,12,14.9,5.6,10.2,96.6,78.0,9.3,60.0,6.5,2.5
SITE160,1,28.7,19.8,24.3,90.1,112.0,8.9,41.0,8.3,3.2
SITE160,2,29.2,20.2,24.7,86.2,112.0,9.0,41.0,8.3,3.2
SITE160,3,30.0,21.5,25.7,113.6,134.0,8.4,44.0,8.1,3.2
SITE160,4,31.6,22.8,27.2,94.0,143.0,8.8,42.0,8.3,3.2
SITE160,5,33.7,23.8,28.7,43.1,162.0,9.9,36.0,8.7,3.2
SITE160,6,35.1,24.5,29.8,7.8,164.0,10.6,33.0,8.9,3.2
SITE160,7,35.6,24.8,30.2,2.0,172.0,10.8,32.0,9.0,3.2
SITE160,8,35.2,24.4,29.8,2.0,172.0,10.8,32.0,9.0,3.2
SITE160,9,34.0,23.4,28.7,5.9,158.0,10.7,33.0,9.0,3.2
SITE160,10,32.3,22.1,27.2,27.4,144.0,10.2,35.0,8.8,3.2
SITE160,11,30.2,21.3,25.7,94.0,114.0,8.8,42.0,8.3,3.2
SITE160,12,28.7,20.7,24.7,133.1,104.0,8.0,46.0,8.0,3.2
SITE161,1,27.3,18.4,22.9,64.7,109.0,8.9,41.0,8.3,3.2
SITE161,2,27.8,18.9,23.4,61.9,109.0,9.0,41.0,8.3,3.2
SITE161,3,28.8,20.4,24.6,81.6,131.0,8.4,44.0,8.1,3.2
SITE161,4,30.8,22.0,26.4,67.5,141.0,8.8,42.0,8.3,3.2
SITE161,5,33.1,23.2,28.2,30.9,160.0,9.9,36.0,8.7,3.2
SITE161,6,34.8,24.1,29.5,5.6,163.0,10.6,33.0,8.9,3.2
SITE161,7,35.3,24.6,29.9,1.4,171.0,10.8,32.0,9.0,3.2
SITE161,8,34.8,24.1,29.5,1.4,170.0,10.8,32.0,9.0,3.2
SITE161,9,33.5,22.8,28.2,4.2,156.0,10.7,33.0,9.0,3.2
SITE161,10,31.5,21.3,26.4,19.7,142.0,10.2,35.0,8.8,3.2
SITE161,11,29.1,20.2,24.6,67.5,112.0,8.8,42.0,8.3,3.2
SITE161,12,27.4,19.4,23.4,95.6,102.0,8.0,46.0,8.0,3.2
SITE162,1,27.1,18.2,22.7,115.6,109.0,8.9,41.0,8.3,3.2
SITE162,2,27.7,18.7,23.2,110.6,109.0,9.0,41.0,8.3,3.2
SITE162,3,28.7,20.3,24.5,145.7,130.0,8.4,44.0,8.1,3.2
SITE162,4,30.7,21.8,26.2,120.6,140.0,8.8,42.0,8.3,3.2
SITE162,5,33.0,23.1,28.0,55.3,159.0,9.9,36.0,8.7,3.2
SITE162,6,34.7,24.0,29.3,10.1,162.0,10.6,33.0,8.9,3.2
SITE162,7,35.2,24.4,29.8,2.5,171.0,10.8,32.0,9.0,3.2
SITE162,8,34.7,24.0,29.3,2.5,170.0,10.8,32.0,9.0,3.2
SITE162,9,33.4,22.7,28.0,7.5,155.0,10.7,33.0,9.0,3.2
SITE162,10,31.4,21.1,26.2,35.2,141.0,10.2,35.0,8.8,3.2
SITE162,11,28.9,20.1,24.5,120.6,111.0,8.8,42.0,8.3,3.2
SITE162,12,27.2,19.2,23.2,170.9,101.0,8.0,46.0,8.0,3.2
SITE163,1,21.7,12.9,17.3,77.0,131.0,8.7,64.0,6.2,2.5
SITE163,2,21.3,12.3,16.8,69.3,107.0,9.0,63.0,6.3,2.5
SITE163,3,21.7,12.9,17.3,73.1,101.0,8.8,64.0,6.2,2.5
SITE163,4,23.3,14.2,18.8,65.4,79.0,9.1,63.0,6.3,2.5
SITE163,5,25.6,15.9,20.7,50.0,67.0,9.7,61.0,6.4,2.5
SITE163,6,27.8,17.6,22.7,34.6,60.0,10.2,60.0,6.5,2.5
SITE163,7,29.6,18.8,24.2,19.2,70.0,10.7,58.0,6.6,2.5
SITE163,8,30.0,19.4,24.7,23.1,91.0,10.6,58.0,6.6,2.5
SITE163,9,29.1,19.3,24.2,46.2,110.0,9.8,61.0,6.4,2.5
SITE163,10,27.2,18.2,22.7,69.3,130.0,9.0,63.0,6.3,2.5
SITE163,11,25.1,16.4,20.7,77.0,135.0,8.7,64.0,6.2,2.5
SITE163,12,23.0,14.5,18.8,84.7,137.0,8.4,65.0,6.1,2.5
SITE164,1,20.3,10.9,15.6,55.0,129.0,9.4,64.0,6.2,2.5
SITE164,2,19.8,10.1,15.0,49.5,105.0,9.7,63.0,6.3,2.5
SITE164,3,20.4,10.8,15.6,52.2,99.0,9.5,64.0,6.2,2.5
SITE164,4,22.2,12.4,17.3,46.7,78.0,9.8,63.0,6.3,2.5
SITE164,5,24.8,14.4,19.6,35.7,67.0,10.4,61.0,6.4,2.5
SITE164,6,27.4,16.4,21.9,24.7,60.0,11.0,60.0,6.5,2.5
SITE164,7,29.3,17.7,23.5,13.7,71.0,11.6,58.0,6.6,2.5
SITE164,8,29.9,18.4,24.1,16.5,92.0,11.4,58.0,6.6,2.5
SITE164,9,28.8,18.2,23.5,33.0,112.0,10.6,61.0,6.4,2.5
SITE164,10,26.7,17.0,21.9,49.5,132.0,9.7,63.0,6.3,2.5
SITE164,11,24.3,14.9,19.6,55.0,136.0,9.4,64.0,6.2,2.5
SITE164,12,21.8,12.7,17.3,60.5,136.0,9.1,65.0,6.1,2.5
SITE165,1,21.2,11.9,16.6,101.3,132.0,9.3,64.0,6.2,2.5
SITE165,2,20.7,11.2,16.0,91.2,108.0,9.6,63.0,6.3,2.5
SITE165,3,21.3,11.9,16.6,96.3,101.0,9.4,64.0,6.2,2.5
SITE165,4,23.1,13.3,18.2,86.1,80.0,9.7,63.0,6.3,2.5
SITE165,5,25.6,15.3,20.4,65.9,68.0,10.3,61.0,6.4,2.5
SITE165,6,28.1,17.2,22.7,45.6,61.0,10.8,60.0,6.5,2.5
SITE165,7,30.0,18.6,24.3,25.3,72.0,11.4,58.0,6.6,2.5
SITE165,8,30.5,19.3,24.9,30.4,93.0,11.3,58.0,6.6,2.5
SITE165,9,29.5,19.1,24.3,60.8,114.0,10.4,61.0,6.4,2.5
SITE165,10,27.4,17.9,22.7,91.2,134.0,9.6,63.0,6.3,2.5
SITE165,11,25.1,15.8,20.4,101.3,138.0,9.3,64.0,6.2,2.5
SITE165,12,22.7,13.7,18.2,111.5,139.0,9.0,65.0,6.1,2.5
SITE166,1,26.3,15.6,21.0,19.5,155.0,10.6,57.0,6.7,2.5
SITE166,2,25.9,15.3,20.6,19.5,132.0,10.6,57.0,6.7,2.5
SITE166,3,26.2,15.7,21.0,32.6,133.0,10.5,58.0,6.7,2.5
SITE166,4,26.9,16.8,21.9,78.1,110.0,10.1,60.0,6.5,2.5
SITE166,5,28.0,18.3,23.1,130.2,96.0,9.7,62.0,6.3,2.5
SITE166,6,28.8,20.0,24.4,227.9,83.0,8.8,67.0,6.0,2.5
SITE166,7,29.3,21.3,25.3,325.6,87.0,8.0,72.0,5.6,2.5
SITE166,8,29.8,21.5,25.6,293.0,104.0,8.3,71.0,5.7,2.5
SITE166,9,29.8,20.8,25.3,208.4,124.0,9.0,66.0,6.0,2.5
SITE166,10,29.4,19.3,24.4,78.1,150.0,10.1,60.0,6.5,2.5
SITE166,11,28.4,17.8,23.1,26.0,155.0,10.6,57.0,6.7,2.5
SITE166,12,27.2,16.5,21.9,13.0,160.0,10.7,57.0,6.8,2.5
SITE167,1,25.5,14.9,20.2,13.7,152.0,10.6,57.0,6.7,2.5
SITE167,2,25.1,14.5,19.8,13.7,129.0,10.6,57.0,6.7,2.5
SITE167,3,25.4,14.9,20.2,22.8,130.0,10.5,58.0,6.7,2.5
SITE167,4,26.3,16.1,21.2,54.7,108.0,10.1,60.0,6.5,2.5
SITE167,5,27.4,17.7,22.6,91.1,95.0,9.7,62.0,6.3,2.5
SITE167,6,28.3,19.5,23.9,159.5,82.0,8.8,67.0,6.0,2.5
SITE167,7,28.9,20.9,24.9,227.8,85.0,8.0,72.0,5.6,2.5
SITE167,8,29.4,21.2,25.3,205.0,102.0,8.3,71.0,5.7,2.5
SITE167,9,29.4,20.4,24.9,145.8,122.0,9.0,66.0,6.0,2.5
SITE167,10,29.0,18.9,23.9,54.7,149.0,10.1,60.0,6.5,2.5
SITE167,11,27.8,17.3,22.6,18.2,153.0,10.6,57.0,6.7,2.5
SITE167,12,26.5,15.8,21.2,9.1,157.0,10.7,57.0,6.8,2.5
SITE168,1,24.5,13.9,19.2,25.2,148.0,10.6,57.0,6.7,2.5
SITE168,2,24.2,13.5,18.8,25.2,126.0,10.6,57.0,6.7,2.5
SITE168,3,24.5,14.0,19.2,42.0,127.0,10.5,58.0,6.7,2.5
SITE168,4,25.3,15.2,20.3,100.8,105.0,10.1,60.0,6.5,2.5
SITE168,5,26.5,16.9,21.7,168.0,93.0,9.7,62.0,6.3,2.5
SITE168,6,27.5,18.7,23.1,294.0,80.0,8.8,67.0,6.0,2.5
SITE168,7,28.2,20.2,24.2,420.0,84.0,8.0,72.0,5.6,2.5
SITE168,8,28.7,20.4,24.5,378.0,101.0,8.3,71.0,5.7,2.5
SITE168,9,28.7,19.7,24.2,268.8,120.0,9.0,66.0,6.0,2.5
SITE168,10,28.2,18.1,23.1,100.8,146.0,10.1,60.0,6.5,2.5
SITE168,11,27.0,16.4,21.7,33.6,150.0,10.6,57.0,6.7,2.5
SITE168,12,25.6,14.9,20.3,16.8,154.0,10.7,57.0,6.8,2.5
SITE169,1,33.2,23.9,28.5,99.1,154.0,9.3,76.0,5.5,2.0
SITE169,2,32.9,23.5,28.2,92.9,142.0,9.4,76.0,5.5,2.0
SITE169,3,33.0,24.0,28.5,117.6,154.0,9.0,77.0,5.4,2.0
SITE169,4,33.8,25.1,29.4,136.2,142.0,8.7,78.0,5.3,2.0
SITE169,5,34.9,26.5,30.7,154.8,138.0,8.5,79.0,5.3,2.0
SITE169,6,36.0,27.9,32.0,173.3,128.0,8.2,80.0,5.2,2.0
SITE169,7,36.9,28.9,32.9,185.7,135.0,8.0,80.0,5.2,2.0
SITE169,8,37.3,29.1,33.2,167.1,148.0,8.3,80.0,5.2,2.0
SITE169,9,37.2,28.5,32.9,142.4,155.0,8.7,78.0,5.3,2.0
SITE169,10,36.5,27.4,32.0,117.6,165.0,9.0,77.0,5.4,2.0
SITE169,11,35.3,26.1,30.7,105.2,155.0,9.2,77.0,5.4,2.0
SITE169,12,34.1,24.8,29.4,99.1,155.0,9.3,76.0,5.5,2.0
SITE170,1,31.4,22.1,26.7,68.9,149.0,9.3,76.0,5.5,2.0
SITE170,2,31.1,21.7,26.4,64.6,136.0,9.4,76.0,5.5,2.0
SITE170,3,31.3,22.2,26.7,81.8,148.0,9.0,77.0,5.4,2.0
SITE170,4,32.0,23.3,27.7,94.8,136.0,8.7,78.0,5.3,2.0
SITE170,5,33.1,24.7,28.9,107.7,132.0,8.5,79.0,5.3,2.0
SITE170,6,34.3,26.1,30.2,120.6,123.0,8.2,80.0,5.2,2.0
SITE170,7,35.1,27.1,31.1,129.2,130.0,8.0,80.0,5.2,2.0
SITE170,8,35.6,27.3,31.4,116.3,143.0,8.3,80.0,5.2,2.0
SITE170,9,35.4,26.7,31.1,99.1,150.0,8.7,78.0,5.3,2.0
SITE170,10,34.7,25.6,30.2,81.8,159.0,9.0,77.0,5.4,2.0
SITE170,11,33.5,24.3,28.9,73.2,150.0,9.2,77.0,5.4,2.0
SITE170,12,32.3,23.0,27.7,68.9,150.0,9.3,76.0,5.5,2.0
SITE171,1,32.6,23.3,28.0,130.2,152.0,9.3,76.0,5.5,2.0
SITE171,2,32.3,22.9,27.6,122.1,140.0,9.4,76.0,5.5,2.0
SITE171,3,32.5,23.5,28.0,154.7,152.0,9.0,77.0,5.4,2.0
SITE171,4,33.3,24.5,28.9,179.1,140.0,8.7,78.0,5.3,2.0
SITE171,5,34.4,25.9,30.1,203.5,136.0,8.5,79.0,5.3,2.0
SITE171,6,35.5,27.3,31.4,227.9,127.0,8.2,80.0,5.2,2.0
SITE171,7,36.3,28.3,32.3,244.2,134.0,8.0,80.0,5.2,2.0
SITE171,8,36.8,28.5,32.6,219.8,147.0,8.3,80.0,5.2,2.0
SITE171,9,36.6,28.0,32.3,187.2,154.0,8.7,78.0,5.3,2.0
SITE171,10,35.9,26.9,31.4,154.7,163.0,9.0,77.0,5.4,2.0
SITE171,11,34.7,25.5,30.1,138.4,154.0,9.2,77.0,5.4,2.0
SITE171,12,33.5,24.2,28.9,130.2,153.0,9.3,76.0,5.5,2.0
SITE172,1,22.7,12.5,17.6,62.8,143.0,10.3,60.0,6.5,2.5
SITE172,2,22.2,11.9,17.0,58.9,116.0,10.4,60.0,6.5,2.5
SITE172,3,22.6,12.6,17.6,74.6,109.0,10.0,61.0,6.4,2.5
SITE172,4,24.0,14.4,19.2,86.4,84.0,9.6,62.0,6.3,2.5
SITE172,5,26.0,16.7,21.4,98.2,69.0,9.3,63.0,6.3,2.5
SITE172,6,28.0,19.0,23.5,109.9,59.0,9.0,64.0,6.2,2.5
SITE172,7,29.5,20.7,25.1,117.8,67.0,8.8,64.0,6.2,2.5
SITE172,8,30.2,21.1,25.7,106.0,88.0,9.1,64.0,6.2,2.5
SITE172,9,29.9,20.3,25.1,90.3,112.0,9.5,62.0,6.3,2.5
SITE172,10,28.5,18.5,23.5,74.6,140.0,10.0,61.0,6.4,2.5
SITE172,11,26.4,16.3,21.4,66.7,148.0,10.2,61.0,6.4,2.5
SITE172,12,24.3,14.1,19.2,62.8,152.0,10.3,60.0,6.5,2.5
SITE173,1,20.9,9.8,15.3,44.3,139.0,11.1,60.0,6.5,2.5
SITE173,2,20.3,9.0,14.7,41.6,113.0,11.3,60.0,6.5,2.5
SITE173,3,20.7,9.9,15.3,52.6,106.0,10.8,61.0,6.4,2.5
SITE173,4,22.4,11.9,17.2,60.9,82.0,10.5,62.0,6.3,2.5
SITE173,5,24.7,14.6,19.7,69.3,69.0,10.1,63.0,6.3,2.5
SITE173,6,27.1,17.3,22.2,77.6,59.0,9.8,64.0,6.2,2.5
SITE173,7,28.8,19.2,24.0,83.1,68.0,9.6,64.0,6.2,2.5
SITE173,8,29.6,19.7,24.6,74.8,89.0,9.9,64.0,6.2,2.5
SITE173,9,29.2,18.8,24.0,63.7,114.0,10.4,62.0,6.3,2.5
SITE173,10,27.6,16.8,22.2,52.6,141.0,10.8,61.0,6.4,2.5
SITE173,11,25.2,14.1,19.7,47.1,147.0,11.0,61.0,6.4,2.5
SITE173,12,22.7,11.6,17.2,44.3,150.0,11.1,60.0,6.5,2.5
SITE174,1,22.3,11.3,16.8,80.7,144.0,10.9,60.0,6.5,2.5
SITE174,2,21.7,10.6,16.1,75.6,117.0,11.1,60.0,6.5,2.5
SITE174,3,22.1,11.5,16.8,95.8,109.0,10.6,61.0,6.4,2.5
SITE174,4,23.7,13.4,18.6,110.9,85.0,10.3,62.0,6.3,2.5
SITE174,5,26.0,16.0,21.0,126.1,70.0,10.0,63.0,6.3,2.5
SITE174,6,28.2,18.6,23.4,141.2,61.0,9.6,64.0,6.2,2.5
SITE174,7,29.9,20.5,25.2,151.3,69.0,9.4,64.0,6.2,2.5
SITE174,8,30.7,20.9,25.8,136.2,91.0,9.7,64.0,6.2,2.5
SITE174,9,30.3,20.1,25.2,116.0,116.0,10.2,62.0,6.3,2.5
SITE174,10,28.7,18.1,23.4,95.8,144.0,10.6,61.0,6.4,2.5
SITE174,11,26.4,15.6,21.0,85.7,151.0,10.8,61.0,6.4,2.5
SITE174,12,24.0,13.1,18.6,80.7,155.0,10.9,60.0,6.5,2.5
SITE175,1,17.9,7.2,12.6,49.0,125.0,10.7,67.0,6.0,2.5
SITE175,2,17.2,6.3,11.8,45.8,101.0,10.9,66.0,6.0,2.5
SITE175,3,18.2,6.9,12.6,41.1,98.0,11.3,65.0,6.1,2.5
SITE175,4,20.9,8.6,14.7,26.9,82.0,12.4,62.0,6.4,2.5
SITE175,5,24.3,11.1,17.7,15.8,73.0,13.2,60.0,6.5,2.5
SITE175,6,27.7,13.7,20.7,4.7,67.0,14.0,57.0,6.7,2.5
SITE175,7,30.0,15.8,22.9,1.6,79.0,14.3,56.0,6.8,2.5
SITE175,8,30.8,16.6,23.7,3.2,102.0,14.2,57.0,6.7,2.5
SITE175,9,29.6,16.2,22.9,14.2,125.0,13.3,59.0,6.6,2.5
SITE175,10,26.7,14.7,20.7,31.6,143.0,12.0,63.0,6.3,2.5
SITE175,11,23.2,12.2,17.7,44.3,140.0,11.0,66.0,6.1,2.5
SITE175,12,20.2,9.3,14.7,45.8,138.0,10.9,66.0,6.0,2.5
SITE176,1,16.4,5.1,10.8,33.9,121.0,11.3,67.0,6.0,2.5
SITE176,2,15.7,4.1,9.9,31.7,98.0,11.6,66.0,6.0,2.5
SITE176,3,16.8,4.8,10.8,28.4,96.0,12.0,65.0,6.1,2.5
SITE176,4,19.7,6.6,13.2,18.6,81.0,13.1,62.0,6.4,2.5
SITE176,5,23.5,9.4,16.4,10.9,73.0,14.0,60.0,6.5,2.5
SITE176,6,27.2,12.3,19.7,3.3,68.0,14.9,57.0,6.7,2.5
SITE176,7,29.7,14.5,22.1,1.1,80.0,15.2,56.0,6.8,2.5
SITE176,8,30.5,15.5,23.0,2.2,104.0,15.1,57.0,6.7,2.5
SITE176,9,29.2,15.1,22.1,9.8,127.0,14.2,59.0,6.6,2.5
SITE176,10,26.1,13.4,19.7,21.9,144.0,12.7,63.0,6.3,2.5
SITE176,11,22.3,10.6,16.4,30.6,139.0,11.7,66.0,6.1,2.5
SITE176,12,19.0,7.4,13.2,31.7,136.0,11.6,66.0,6.0,2.5
SITE177,1,16.2,4.8,10.5,62.8,120.0,11.4,67.0,6.0,2.5
SITE177,2,15.4,3.8,9.6,58.7,97.0,11.6,66.0,6.0,2.5
SITE177,3,16.5,4.5,10.5,52.6,95.0,12.0,65.0,6.1,2.5
SITE177,4,19.5,6.3,12.9,34.4,80.0,13.2,62.0,6.4,2.5
SITE177,5,23.2,9.2,16.2,20.2,73.0,14.1,60.0,6.5,2.5
SITE177,6,27.0,12.0,19.5,6.1,68.0,15.0,57.0,6.7,2.5
SITE177,7,29.5,14.3,21.9,2.0,80.0,15.2,56.0,6.8,2.5
SITE177,8,30.3,15.2,22.8,4.0,104.0,15.1,57.0,6.7,2.5
SITE177,9,29.0,14.8,21.9,18.2,126.0,14.2,59.0,6.6,2.5
SITE177,10,25.9,13.1,19.5,40.5,143.0,12.8,63.0,6.3,2.5
SITE177,11,22.1,10.3,16.2,56.7,138.0,11.8,66.0,6.1,2.5
SITE177,12,18.7,7.1,12.9,58.7,135.0,11.6,66.0,6.0,2.5
SITE178,1,16.1,6.1,11.1,40.6,69.0,10.0,60.0,6.5,2.5
SITE178,2,16.7,6.6,11.7,38.1,74.0,10.1,60.0,6.5,2.5
SITE178,3,18.0,8.3,13.2,48.2,96.0,9.7,61.0,6.4,2.5
SITE178,4,19.9,10.5,15.2,55.8,108.0,9.4,62.0,6.3,2.5
SITE178,5,21.8,12.7,17.3,63.4,122.0,9.1,63.0,6.3,2.5
SITE178,6,23.2,14.4,18.8,71.0,122.0,8.8,64.0,6.2,2.5
SITE178,7,23.7,15.0,19.4,76.1,125.0,8.6,64.0,6.2,2.5
SITE178,8,23.3,14.3,18.8,68.5,122.0,8.9,64.0,6.2,2.5
SITE178,9,21.9,12.6,17.3,58.4,107.0,9.3,62.0,6.3,2.5
SITE178,10,20.1,10.4,15.2,48.2,94.0,9.7,61.0,6.4,2.5
SITE178,11,18.1,8.2,13.2,43.1,74.0,9.9,61.0,6.4,2.5
SITE178,12,16.7,6.6,11.7,40.6,68.0,10.0,60.0,6.5,2.5
SITE179,1,14.5,3.6,9.0,28.1,67.0,10.8,60.0,6.5,2.5
SITE179,2,15.1,4.2,9.7,26.3,72.0,11.0,60.0,6.5,2.5
SITE179,3,16.7,6.1,11.4,33.3,95.0,10.5,61.0,6.4,2.5
SITE179,4,18.9,8.7,13.8,38.6,108.0,10.2,62.0,6.3,2.5
SITE179,5,21.1,11.2,16.2,43.9,122.0,9.9,63.0,6.3,2.5
SITE179,6,22.7,13.1,17.9,49.1,123.0,9.5,64.0,6.2,2.5
SITE179,7,23.2,13.9,18.6,52.6,127.0,9.3,64.0,6.2,2.5
SITE179,8,22.7,13.1,17.9,47.4,124.0,9.7,64.0,6.2,2.5
SITE179,9,21.2,11.1,16.2,40.4,108.0,10.1,62.0,6.3,2.5
SITE179,10,19.1,8.5,13.8,33.3,93.0,10.5,61.0,6.4,2.5
SITE179,11,16.8,6.0,11.4,29.8,73.0,10.7,61.0,6.4,2.5
SITE179,12,15.1,4.2,9.7,28.1,66.0,10.8,60.0,6.5,2.5
SITE180,1,14.5,3.6,9.0,53.0,68.0,10.8,60.0,6.5,2.5
SITE180,2,15.1,4.2,9.7,49.7,72.0,11.0,60.0,6.5,2.5
SITE180,3,16.7,6.1,11.4,62.9,95.0,10.5,61.0,6.4,2.5
SITE180,4,18.9,8.7,13.8,72.8,108.0,10.2,62.0,6.3,2.5
SITE180,5,21.1,11.2,16.2,82.8,122.0,9.9,63.0,6.3,2.5
SITE180,6,22.7,13.1,17.9,92.7,123.0,9.5,64.0,6.2,2.5
SITE180,7,23.2,13.9,18.6,99.3,127.0,9.3,64.0,6.2,2.5
SITE180,8,22.7,13.1,17.9,89.4,124.0,9.7,64.0,6.2,2.5
SITE180,9,21.2,11.1,16.2,76.2,108.0,10.1,62.0,6.3,2.5
SITE180,10,19.1,8.5,13.8,62.9,94.0,10.5,61.0,6.4,2.5
SITE180,11,16.8,6.0,11.4,56.3,73.0,10.7,61.0,6.4,2.5
