site_id,year,tmax_avg_c,tmin_avg_c,tavg_c,precip_mm,et0_mm,gdd_base10,frost_days,heat_days_gt35,rh_mean_pct,wind_ms,sunshine_h_day,precip_anom_pct,temp_anom_c
SITE114,2008,33.7,16.0,24.5,916.2,1943.0,5320,0,106,62.0,3.0,6.3,-2,-0.12
SITE114,2009,33.8,16.0,24.5,1126.4,1931.0,5329,0,106,63.0,2.3,6.3,20,-0.08
SITE114,2010,33.8,16.1,24.6,582.5,1968.0,5345,0,107,61.0,2.3,6.6,-38,-0.02
SITE114,2011,33.8,16.1,24.6,1155.2,1932.0,5346,0,107,63.0,2.3,6.4,23,-0.02
SITE114,2012,33.9,16.1,24.6,1277.4,1926.0,5352,0,107,63.0,2.3,6.0,36,0.0
SITE114,2013,33.9,16.1,24.7,1043.2,1942.0,5363,0,107,62.0,2.5,6.0,11,0.04
SITE114,2014,34.0,16.2,24.8,644.6,1972.0,5393,0,109,60.0,2.8,6.5,-31,0.16
SITE114,2015,34.1,16.3,24.9,1284.2,1936.0,5419,0,110,62.0,2.8,6.1,37,0.25
SITE114,2016,34.2,16.4,24.9,966.4,1958.0,5430,0,110,61.0,2.7,6.4,3,0.3
SITE114,2017,34.1,16.4,24.9,755.8,1971.0,5425,0,110,60.0,2.5,6.3,-19,0.28
SITE114,2018,34.3,16.5,25.0,1208.9,1948.0,5460,0,111,61.0,2.6,6.1,29,0.41
SITE114,2019,34.4,16.6,25.1,1018.7,1965.0,5489,0,112,60.0,2.3,6.3,9,0.52
SITE114,2020,34.4,16.6,25.2,609.2,1993.0,5499,0,113,59.0,2.6,6.5,-35,0.55
SITE114,2021,34.5,16.7,25.3,1119.7,1965.0,5526,0,114,60.0,2.5,6.1,19,0.66
SITE114,2022,34.6,16.8,25.3,355.1,2016.0,5542,0,115,57.0,2.5,6.8,-62,0.72
SITE114,2023,34.7,16.9,25.5,1270.2,1965.0,5582,0,116,60.0,2.3,6.1,36,0.86
SITE114,2024,34.8,17.0,25.6,1417.4,1960.0,5608,0,117,60.0,2.6,6.1,51,0.96
SITE115,1991,34.1,19.7,26.6,1222.3,1873.0,6110,0,95,65.0,2.8,6.2,19,-0.62
SITE115,1992,34.2,19.8,26.7,1286.5,1873.0,6143,0,96,65.0,2.5,6.2,26,-0.52
SITE115,1993,34.3,19.9,26.8,774.3,1905.0,6168,0,97,63.0,2.5,6.4,-24,-0.44
SITE115,1994,34.3,19.9,26.8,969.9,1894.0,6165,0,96,64.0,2.5,6.6,-5,-0.45
SITE115,1995,34.3,19.9,26.8,801.1,1903.0,6161,0,96,63.0,2.6,6.6,-22,-0.46
SITE115,1996,34.2,19.8,26.7,843.6,1899.0,6150,0,96,63.0,2.0,6.3,-18,-0.5
SITE115,1997,34.3,19.9,26.8,636.2,1912.0,6161,0,96,63.0,3.1,6.4,-38,-0.46
SITE115,1998,34.3,19.9,26.8,803.8,1904.0,6169,0,97,63.0,2.7,6.5,-21,-0.44
SITE115,1999,34.3,19.9,26.8,987.2,1894.0,6171,0,97,64.0,2.6,6.4,-3,-0.43
SITE115,2000,34.2,19.8,26.8,786.2,1902.0,6153,0,96,63.0,2.4,6.3,-23,-0.49
SITE115,2001,34.1,19.7,26.6,847.1,1893.0,6112,0,95,64.0,2.8,6.3,-17,-0.62
SITE115,2002,34.1,19.7,26.7,947.8,1889.0,6122,0,95,64.0,2.3,6.4,-7,-0.58
SITE115,2003,34.2,19.8,26.7,1036.1,1886.0,6136,0,96,64.0,2.9,6.3,1,-0.54
SITE115,2004,34.2,19.8,26.7,1118.4,1883.0,6149,0,96,64.0,2.5,6.4,9,-0.5
SITE115,2005,34.3,19.9,26.8,664.8,1912.0,6176,0,97,63.0,2.8,6.4,-35,-0.41
SITE115,2006,34.5,20.1,27.0,1515.8,1871.0,6223,0,98,65.0,2.5,6.3,48,-0.27
SITE115,2007,34.4,20.0,27.0,1433.1,1875.0,6215,0,98,64.0,2.6,6.1,40,-0.29
SITE115,2008,34.6,20.2,27.1,780.7,1919.0,6276,0,100,62.0,2.6,6.4,-24,-0.1
SITE115,2009,34.8,20.4,27.3,1482.6,1885.0,6313,0,101,63.0,2.8,6.0,45,0.02
SITE115,2010,34.8,20.4,27.3,894.1,1921.0,6332,0,102,61.0,2.7,6.5,-13,0.08
SITE115,2011,34.8,20.4,27.3,664.0,1934.0,6334,0,102,61.0,2.3,6.6,-35,0.09
SITE115,2012,34.9,20.5,27.4,1321.4,1901.0,6367,0,103,62.0,2.2,6.1,29,0.19
SITE115,2013,35.0,20.6,27.5,959.7,1926.0,6400,0,104,61.0,2.2,6.8,-6,0.3
SITE115,2014,35.0,20.6,27.5,1327.4,1905.0,6397,0,104,62.0,2.2,6.1,30,0.29
SITE115,2015,35.1,20.7,27.6,1324.0,1909.0,6426,0,105,61.0,2.5,5.9,29,0.38
SITE115,2016,35.3,20.9,27.8,910.8,1939.0,6474,0,106,60.0,2.2,6.6,-11,0.53
SITE115,2017,35.2,20.8,27.8,904.3,1938.0,6467,0,106,60.0,2.6,6.2,-12,0.51
SITE115,2018,35.2,20.8,27.7,652.9,1951.0,6456,0,106,59.0,2.7,6.7,-36,0.47
SITE115,2019,35.4,21.0,27.9,738.3,1954.0,6516,0,108,59.0,2.4,6.4,-28,0.66
SITE115,2020,35.4,21.0,27.9,1394.7,1917.0,6520,0,108,60.0,2.4,6.1,36,0.68
SITE115,2021,35.5,21.1,28.0,1224.4,1933.0,6560,0,109,59.0,2.6,6.2,20,0.8
SITE115,2022,35.7,21.3,28.2,1074.2,1946.0,6600,0,110,58.0,2.7,6.2,5,0.93
SITE115,2023,35.8,21.4,28.3,1546.2,1925.0,6645,0,112,59.0,2.4,5.9,51,1.07
SITE115,2024,35.8,21.4,28.3,933.3,1962.0,6654,0,112,57.0,2.3,6.5,-9,1.1
SITE116,1991,33.0,17.7,25.1,668.8,1874.0,5556,0,78,64.0,2.4,6.4,-8,-0.54
SITE116,1992,33.1,17.8,25.2,469.2,1894.0,5585,0,78,63.0,2.6,6.6,-35,-0.44
SITE116,1993,33.1,17.9,25.2,886.3,1863.0,5592,0,79,64.0,2.6,5.7,22,-0.42
SITE116,1994,33.1,17.8,25.1,935.1,1857.0,5575,0,78,65.0,2.6,6.0,29,-0.48
SITE116,1995,33.0,17.8,25.1,860.8,1861.0,5564,0,78,65.0,2.4,6.3,18,-0.51
SITE116,1996,33.1,17.8,25.2,1041.3,1850.0,5583,0,78,65.0,2.7,6.1,43,-0.45
SITE116,1997,33.2,17.9,25.2,1000.5,1856.0,5602,0,79,65.0,2.3,5.7,38,-0.38
SITE116,1998,33.2,17.9,25.3,727.1,1878.0,5612,0,79,63.0,2.5,6.6,0,-0.35
SITE116,1999,33.2,17.9,25.3,598.4,1888.0,5611,0,79,63.0,2.5,6.5,-18,-0.35
SITE116,2000,33.3,18.0,25.3,736.8,1880.0,5628,0,80,63.0,2.5,6.2,1,-0.29
SITE116,2001,33.2,18.0,25.3,1157.8,1846.0,5617,0,79,65.0,2.2,6.2,59,-0.33
SITE116,2002,33.3,18.0,25.3,711.9,1883.0,5634,0,80,63.0,3.0,6.4,-2,-0.27
SITE116,2003,33.4,18.1,25.5,1104.6,1858.0,5673,0,81,64.0,2.5,5.9,52,-0.13
SITE116,2004,33.4,18.2,25.5,972.0,1870.0,5681,0,81,63.0,2.6,6.0,34,-0.1
SITE116,2005,33.5,18.2,25.6,615.7,1900.0,5699,0,82,62.0,2.7,6.6,-15,-0.04
SITE116,2006,33.5,18.2,25.6,806.1,1885.0,5696,0,82,63.0,2.3,6.4,11,-0.05
SITE116,2007,33.7,18.4,25.8,484.9,1919.0,5754,0,83,60.0,2.6,6.7,-33,0.15
SITE116,2008,33.7,18.4,25.8,938.2,1884.0,5754,0,83,62.0,2.4,6.0,29,0.15
SITE116,2009,33.7,18.4,25.8,642.7,1907.0,5757,0,83,61.0,2.6,6.4,-12,0.16
SITE116,2010,33.8,18.5,25.8,692.1,1905.0,5769,0,84,61.0,2.7,6.4,-5,0.2
SITE116,2011,33.7,18.4,25.8,582.6,1912.0,5757,0,83,61.0,2.6,6.7,-20,0.16
SITE116,2012,33.8,18.5,25.8,747.3,1901.0,5768,0,84,61.0,2.6,6.7,3,0.2
SITE116,2013,33.7,18.4,25.8,311.0,1932.0,5752,0,83,60.0,2.5,6.6,-57,0.14
SITE116,2014,33.8,18.5,25.8,1128.4,1872.0,5779,0,84,63.0,2.1,5.8,55,0.24
SITE116,2015,33.8,18.6,25.9,513.1,1923.0,5794,0,84,60.0,2.5,6.6,-29,0.29
SITE116,2016,33.8,18.6,25.9,487.4,1925.0,5792,0,84,60.0,2.3,6.4,-33,0.29
SITE116,2017,33.9,18.6,25.9,770.1,1904.0,5799,0,85,61.0,2.3,6.3,6,0.31
SITE116,2018,33.9,18.6,26.0,814.5,1903.0,5816,0,85,61.0,2.3,6.7,12,0.37
SITE116,2019,34.0,18.7,26.0,565.5,1924.0,5830,0,85,60.0,2.8,6.6,-22,0.42
SITE116,2020,33.9,18.6,26.0,770.8,1905.0,5811,0,85,61.0,2.6,6.1,6,0.35
SITE116,2021,33.9,18.6,26.0,529.8,1925.0,5813,0,85,60.0,2.6,6.4,-27,0.36
SITE116,2022,34.0,18.7,26.0,1174.8,1876.0,5828,0,85,62.0,2.4,6.2,62,0.41
SITE116,2023,34.0,18.7,26.0,993.5,1890.0,5825,0,85,61.0,2.8,6.2,37,0.4
SITE116,2024,34.1,18.8,26.1,790.0,1912.0,5863,0,86,60.0,2.2,6.2,9,0.53
SITE117,1991,33.5,18.3,25.6,1323.0,1888.0,5762,0,90,65.0,2.3,6.5,-1,-0.81
SITE117,1992,33.5,18.4,25.6,929.2,1906.0,5769,0,90,64.0,2.2,6.6,-31,-0.79
SITE117,1993,33.5,18.4,25.6,1426.4,1885.0,5774,0,90,65.0,2.7,6.2,6,-0.77
SITE117,1994,33.7,18.5,25.8,1168.4,1903.0,5816,0,91,64.0,2.8,6.3,-13,-0.63
SITE117,1995,33.8,18.6,25.9,2058.7,1869.0,5843,0,92,66.0,2.7,5.9,54,-0.55
SITE117,1996,33.9,18.7,26.0,2272.7,1864.0,5878,0,93,66.0,2.6,5.9,70,-0.43
SITE117,1997,33.8,18.7,25.9,1280.1,1904.0,5862,0,93,64.0,2.2,6.2,-4,-0.48
SITE117,1998,33.8,18.7,25.9,917.2,1920.0,5861,0,93,63.0,2.9,6.6,-32,-0.49
SITE117,1999,33.8,18.7,25.9,1134.1,1910.0,5860,0,93,63.0,2.4,6.4,-15,-0.49
SITE117,2000,33.9,18.7,26.0,1076.9,1915.0,5877,0,93,63.0,3.0,6.8,-20,-0.43
SITE117,2001,33.9,18.8,26.0,694.3,1934.0,5890,0,94,62.0,2.4,6.7,-48,-0.39
SITE117,2002,34.1,18.9,26.2,1105.5,1923.0,5940,0,95,62.0,2.7,6.2,-18,-0.22
SITE117,2003,34.2,19.0,26.3,996.3,1933.0,5975,0,96,62.0,2.6,6.6,-26,-0.11
SITE117,2004,34.2,19.0,26.3,1657.4,1904.0,5970,0,96,63.0,2.0,6.1,24,-0.12
SITE117,2005,34.1,19.0,26.3,1300.3,1918.0,5959,0,96,63.0,2.5,6.3,-3,-0.16
SITE117,2006,34.3,19.2,26.4,801.7,1947.0,6015,0,98,61.0,2.3,6.6,-40,0.03
SITE117,2007,34.5,19.3,26.6,1428.4,1928.0,6067,0,99,61.0,2.5,6.4,7,0.2
SITE117,2008,34.4,19.3,26.6,1034.1,1942.0,6046,0,99,61.0,2.4,6.6,-23,0.13
SITE117,2009,34.5,19.4,26.7,1409.1,1930.0,6079,0,100,61.0,2.5,6.1,5,0.24
SITE117,2010,34.5,19.3,26.6,2491.3,1882.0,6068,0,100,64.0,2.6,5.8,86,0.21
SITE117,2011,34.6,19.4,26.7,1466.1,1930.0,6095,0,100,61.0,2.5,6.3,9,0.29
SITE117,2012,34.6,19.4,26.7,1601.1,1924.0,6095,0,100,61.0,2.7,6.2,19,0.3
SITE117,2013,34.6,19.4,26.7,1822.0,1915.0,6099,0,100,62.0,2.7,6.1,36,0.31
SITE117,2014,34.6,19.4,26.7,1650.8,1922.0,6091,0,100,62.0,2.5,6.4,23,0.28
SITE117,2015,34.7,19.5,26.8,901.8,1957.0,6112,0,101,60.0,2.4,6.6,-33,0.35
SITE117,2016,34.6,19.5,26.7,1432.8,1932.0,6101,0,101,61.0,2.3,6.2,7,0.32
SITE117,2017,34.7,19.6,26.8,1113.1,1951.0,6134,0,102,60.0,2.4,6.5,-17,0.43
SITE117,2018,34.7,19.5,26.8,1045.3,1951.0,6115,0,101,60.0,2.5,6.4,-22,0.36
SITE117,2019,34.7,19.5,26.8,572.4,1974.0,6129,0,101,59.0,2.4,6.7,-57,0.41
SITE117,2020,34.8,19.7,27.0,1257.8,1950.0,6169,0,103,60.0,2.9,6.6,-6,0.54
SITE117,2021,34.9,19.8,27.0,1217.3,1955.0,6194,0,104,59.0,2.4,6.3,-9,0.62
SITE117,2022,34.9,19.8,27.0,858.6,1971.0,6193,0,104,58.0,2.7,6.6,-36,0.62
SITE117,2023,34.9,19.7,27.0,1682.5,1933.0,6181,0,103,60.0,2.4,6.3,26,0.58
SITE117,2024,34.9,19.8,27.1,1144.7,1959.0,6197,0,104,59.0,2.4,6.3,-15,0.63
SITE118,1991,27.1,9.0,17.7,643.3,1631.0,2993,17,37,39.0,3.4,8.6,-3,-0.36
SITE118,1992,27.1,9.0,17.7,622.3,1633.0,2995,17,37,39.0,2.9,8.7,-6,-0.35
SITE118,1993,27.2,9.1,17.8,534.2,1643.0,3007,17,37,39.0,3.2,8.8,-19,-0.27
SITE118,1994,27.2,9.2,17.8,1360.9,1585.0,3016,17,37,42.0,3.5,7.9,106,-0.21
SITE118,1995,27.1,9.1,17.7,749.5,1626.0,3001,17,37,40.0,3.1,8.6,13,-0.31
SITE118,1996,27.1,9.1,17.7,506.0,1643.0,3000,17,37,39.0,3.4,8.8,-24,-0.32
SITE118,1997,27.3,9.2,17.9,383.0,1660.0,3025,17,38,37.0,3.6,8.4,-42,-0.16
SITE118,1998,27.3,9.2,17.9,712.2,1635.0,3022,17,37,39.0,3.3,8.4,8,-0.18
SITE118,1999,27.2,9.2,17.9,578.6,1644.0,3020,17,37,38.0,3.6,8.5,-13,-0.19
SITE118,2000,27.2,9.2,17.8,666.7,1636.0,3014,17,37,39.0,3.1,8.5,1,-0.23
SITE118,2001,27.2,9.1,17.8,606.2,1639.0,3010,17,37,39.0,2.8,8.5,-8,-0.26
SITE118,2002,27.2,9.2,17.8,471.6,1650.0,3014,17,37,38.0,3.1,8.8,-29,-0.23
SITE118,2003,27.3,9.2,17.9,864.3,1624.0,3024,17,38,40.0,3.1,8.4,31,-0.16
SITE118,2004,27.4,9.3,18.0,398.9,1664.0,3041,17,38,37.0,3.7,8.8,-40,-0.05
SITE118,2005,27.4,9.3,18.0,518.2,1654.0,3037,17,38,38.0,3.2,8.9,-22,-0.08
SITE118,2006,27.3,9.2,17.9,480.5,1653.0,3027,17,38,38.0,3.1,9.0,-27,-0.14
SITE118,2007,27.4,9.3,18.0,890.6,1627.0,3041,17,38,39.0,3.2,8.2,35,-0.05
SITE118,2008,27.5,9.4,18.1,707.2,1644.0,3053,16,38,38.0,3.0,8.5,7,0.03
SITE118,2009,27.5,9.4,18.1,814.4,1637.0,3056,16,38,38.0,3.2,8.2,23,0.05
SITE118,2010,27.5,9.4,18.1,655.8,1649.0,3057,16,38,38.0,3.4,8.7,-1,0.05
SITE118,2011,27.6,9.5,18.2,1033.9,1625.0,3069,16,39,39.0,3.2,8.1,56,0.13
SITE118,2012,27.6,9.5,18.2,489.1,1666.0,3071,16,39,37.0,3.0,9.0,-26,0.15
SITE118,2013,27.6,9.5,18.2,499.8,1666.0,3073,16,39,37.0,3.7,8.6,-24,0.16
SITE118,2014,27.6,9.5,18.2,883.2,1636.0,3069,16,39,38.0,3.2,8.4,33,0.13
SITE118,2015,27.6,9.5,18.2,535.1,1664.0,3074,16,39,37.0,3.4,8.6,-19,0.17
SITE118,2016,27.6,9.5,18.2,654.7,1653.0,3070,16,39,37.0,3.0,9.0,-1,0.14
SITE118,2017,27.6,9.6,18.2,633.4,1657.0,3077,16,39,37.0,3.6,8.5,-4,0.19
SITE118,2018,27.7,9.6,18.3,806.7,1646.0,3083,16,39,38.0,3.8,8.7,22,0.23
SITE118,2019,27.6,9.6,18.2,548.5,1664.0,3080,16,39,37.0,3.3,8.7,-17,0.2
SITE118,2020,27.6,9.6,18.2,771.7,1647.0,3076,16,39,38.0,2.9,8.1,17,0.18
SITE118,2021,27.7,9.7,18.3,395.6,1680.0,3094,16,39,36.0,3.1,8.7,-40,0.3
SITE118,2022,27.8,9.8,18.5,857.9,1651.0,3112,16,40,37.0,3.2,8.2,30,0.42
SITE118,2023,27.9,9.9,18.6,686.9,1668.0,3127,16,40,36.0,3.1,8.6,4,0.51
SITE118,2024,27.9,9.9,18.5,395.8,1690.0,3125,16,40,35.0,2.9,8.8,-40,0.5
SITE119,1991,25.9,7.3,16.2,613.8,1573.0,2673,48,30,41.0,2.9,8.4,30,-0.54
SITE119,1992,25.9,7.3,16.2,378.6,1597.0,2674,48,30,40.0,3.2,8.6,-20,-0.53
SITE119,1993,26.0,7.5,16.4,370.9,1605.0,2693,47,30,39.0,3.5,8.6,-21,-0.39
SITE119,1994,26.1,7.6,16.5,357.7,1611.0,2707,47,30,38.0,3.6,8.6,-24,-0.29
SITE119,1995,26.0,7.5,16.4,606.0,1582.0,2697,47,30,40.0,3.6,8.2,28,-0.36
SITE119,1996,26.1,7.5,16.4,344.0,1610.0,2700,47,30,39.0,2.9,8.5,-27,-0.34
SITE119,1997,26.0,7.5,16.4,635.6,1577.0,2691,48,30,41.0,4.0,8.4,35,-0.4
SITE119,1998,26.0,7.5,16.4,895.0,1552.0,2695,47,30,42.0,2.9,7.9,90,-0.38
SITE119,1999,26.1,7.5,16.4,666.9,1578.0,2703,47,30,41.0,3.3,8.5,41,-0.32
SITE119,2000,26.1,7.5,16.4,529.4,1592.0,2703,47,30,40.0,3.2,8.4,12,-0.32
SITE119,2001,26.0,7.4,16.3,300.5,1610.0,2688,48,30,39.0,3.4,8.8,-36,-0.43
SITE119,2002,26.1,7.5,16.4,324.7,1612.0,2702,47,30,38.0,3.3,8.7,-31,-0.33
SITE119,2003,26.1,7.6,16.5,437.8,1603.0,2708,47,30,39.0,3.4,8.7,-7,-0.28
SITE119,2004,26.1,7.6,16.5,399.2,1607.0,2709,47,30,39.0,3.0,8.4,-15,-0.28
SITE119,2005,26.1,7.6,16.5,336.2,1614.0,2710,47,30,38.0,3.4,8.6,-29,-0.27
SITE119,2006,26.1,7.6,16.5,511.5,1595.0,2707,47,30,39.0,3.4,8.0,8,-0.29
SITE119,2007,26.2,7.6,16.5,387.7,1611.0,2716,47,31,38.0,3.2,8.6,-18,-0.23
SITE119,2008,26.3,7.7,16.6,695.3,1583.0,2727,47,31,40.0,2.8,8.3,47,-0.15
SITE119,2009,26.3,7.7,16.6,744.1,1579.0,2730,47,31,40.0,2.8,8.3,58,-0.12
SITE119,2010,26.3,7.8,16.7,665.8,1588.0,2732,46,31,40.0,3.4,8.3,41,-0.11
SITE119,2011,26.4,7.9,16.8,546.2,1607.0,2751,46,31,38.0,3.4,8.6,16,0.03
SITE119,2012,26.6,8.0,16.9,304.3,1637.0,2768,45,32,36.0,3.1,9.0,-36,0.16
SITE119,2013,26.5,8.0,16.9,723.9,1591.0,2759,46,32,39.0,3.0,8.3,53,0.09
SITE119,2014,26.6,8.1,17.0,471.8,1622.0,2776,45,32,37.0,3.4,8.4,0,0.21
SITE119,2015,26.7,8.2,17.1,378.1,1637.0,2789,45,32,36.0,2.8,8.6,-20,0.31
SITE119,2016,26.8,8.3,17.2,366.1,1642.0,2801,45,33,36.0,3.8,8.6,-22,0.39
SITE119,2017,26.9,8.4,17.3,540.6,1629.0,2817,44,33,36.0,3.1,8.5,15,0.51
SITE119,2018,27.0,8.5,17.4,724.0,1614.0,2828,44,33,37.0,3.0,8.3,53,0.59
SITE119,2019,27.0,8.5,17.4,358.2,1655.0,2836,44,33,35.0,2.9,8.7,-24,0.65
SITE119,2020,27.0,8.5,17.4,340.7,1655.0,2831,44,33,35.0,2.8,8.5,-28,0.61
SITE119,2021,27.1,8.5,17.4,400.0,1651.0,2839,44,33,35.0,3.6,8.8,-15,0.67
SITE119,2022,27.1,8.5,17.4,237.6,1668.0,2837,44,33,34.0,3.1,9.0,-50,0.65
SITE119,2023,27.1,8.6,17.5,410.3,1652.0,2843,43,33,35.0,3.3,8.5,-13,0.7
SITE119,2024,27.2,8.7,17.5,686.6,1627.0,2854,43,34,36.0,3.1,8.4,45,0.78
SITE120,1991,26.8,8.4,17.2,1015.7,1619.0,2936,31,38,41.0,3.0,8.4,18,-0.62
SITE120,1992,26.9,8.5,17.3,990.3,1625.0,2952,31,38,41.0,3.1,8.1,15,-0.52
SITE120,1993,26.8,8.3,17.2,1028.8,1618.0,2936,31,38,41.0,3.5,8.4,19,-0.62
SITE120,1994,26.8,8.4,17.2,913.7,1626.0,2940,31,38,41.0,4.0,8.6,6,-0.6
SITE120,1995,26.8,8.4,17.2,1393.7,1598.0,2939,31,38,42.0,3.3,8.4,61,-0.6
SITE120,1996,26.8,8.4,17.3,869.9,1629.0,2943,31,38,40.0,3.4,8.6,1,-0.58
SITE120,1997,26.8,8.3,17.2,761.6,1631.0,2930,31,38,40.0,3.2,8.7,-12,-0.66
SITE120,1998,26.8,8.4,17.2,1496.9,1593.0,2939,31,38,43.0,3.3,8.1,73,-0.6
SITE120,1999,26.8,8.4,17.2,821.2,1630.0,2936,31,38,40.0,3.6,8.6,-5,-0.62
SITE120,2000,26.9,8.4,17.3,1187.2,1613.0,2949,31,38,41.0,3.1,8.6,37,-0.53
SITE120,2001,27.0,8.6,17.4,1205.3,1618.0,2968,30,39,41.0,3.4,8.0,40,-0.41
SITE120,2002,27.1,8.7,17.5,1105.2,1628.0,2982,30,39,40.0,3.3,8.5,28,-0.32
SITE120,2003,27.2,8.7,17.6,853.4,1645.0,2990,30,39,39.0,3.2,8.6,-1,-0.27
SITE120,2004,27.2,8.7,17.6,768.8,1651.0,2996,30,39,39.0,3.2,8.8,-11,-0.23
SITE120,2005,27.3,8.8,17.7,1108.1,1635.0,3006,30,40,39.0,3.4,8.5,28,-0.16
SITE120,2006,27.4,8.9,17.8,1089.8,1641.0,3021,30,40,39.0,2.9,8.5,26,-0.06
SITE120,2007,27.4,9.0,17.9,948.8,1652.0,3034,29,40,38.0,3.0,8.4,10,0.02
SITE120,2008,27.5,9.0,17.9,1661.5,1612.0,3034,29,40,41.0,2.9,8.1,92,0.03
SITE120,2009,27.5,9.0,17.9,395.8,1687.0,3041,29,41,36.0,3.3,9.0,-54,0.07
SITE120,2010,27.6,9.1,18.0,1148.7,1647.0,3053,29,41,38.0,3.1,8.6,33,0.15
SITE120,2011,27.5,9.1,17.9,810.1,1665.0,3048,29,41,37.0,3.3,8.6,-6,0.12
SITE120,2012,27.6,9.1,18.0,1139.3,1648.0,3054,29,41,38.0,3.5,8.5,32,0.16
SITE120,2013,27.7,9.2,18.1,714.5,1678.0,3072,29,41,36.0,3.0,8.4,-17,0.28
SITE120,2014,27.8,9.3,18.2,878.2,1671.0,3081,29,42,37.0,3.4,8.5,2,0.34
SITE120,2015,27.9,9.4,18.3,1582.3,1636.0,3102,28,42,39.0,3.3,7.8,83,0.47
SITE120,2016,27.9,9.5,18.3,619.6,1694.0,3107,28,42,35.0,3.6,8.7,-28,0.5
SITE120,2017,27.9,9.5,18.3,969.0,1674.0,3108,28,42,36.0,3.0,8.5,12,0.51
SITE120,2018,28.0,9.5,18.4,1228.6,1660.0,3112,28,43,37.0,3.1,8.4,42,0.54
SITE120,2019,27.8,9.4,18.3,706.6,1685.0,3095,28,42,36.0,3.7,8.8,-18,0.42
SITE120,2020,28.0,9.5,18.4,502.9,1704.0,3117,28,43,34.0,3.0,8.4,-42,0.57
SITE120,2021,28.1,9.7,18.5,749.8,1695.0,3134,28,43,35.0,2.9,8.4,-13,0.68
SITE120,2022,28.2,9.8,18.6,862.5,1693.0,3150,28,44,35.0,3.1,8.6,0,0.79
SITE120,2023,28.3,9.8,18.7,827.4,1698.0,3159,27,44,34.0,3.1,8.7,-4,0.85
SITE120,2024,28.3,9.9,18.7,553.6,1716.0,3165,27,44,33.0,3.3,9.0,-36,0.89
SITE121,1991,25.5,7.1,15.9,677.0,1538.0,2564,48,25,41.0,2.9,8.4,31,-0.48
SITE121,1992,25.5,7.1,15.9,897.4,1517.0,2562,48,25,42.0,3.1,8.1,74,-0.49
SITE121,1993,25.4,7.1,15.9,360.6,1565.0,2560,48,25,39.0,3.3,8.7,-30,-0.5
SITE121,1994,25.4,7.0,15.9,715.2,1531.0,2556,48,25,41.0,3.2,8.1,39,-0.54
SITE121,1995,25.5,7.1,16.0,662.0,1541.0,2570,48,25,41.0,2.8,8.4,28,-0.43
SITE121,1996,25.6,7.2,16.0,603.2,1549.0,2577,48,25,40.0,3.5,8.4,17,-0.37
SITE121,1997,25.6,7.2,16.0,565.4,1554.0,2580,48,25,40.0,3.2,8.6,10,-0.35
SITE121,1998,25.6,7.2,16.1,376.3,1571.0,2581,48,25,39.0,3.0,8.8,-27,-0.34
SITE121,1999,25.6,7.2,16.0,360.3,1571.0,2576,48,25,39.0,3.6,8.6,-30,-0.38
SITE121,2000,25.5,7.2,16.0,514.4,1555.0,2571,48,25,40.0,3.3,8.6,0,-0.42
SITE121,2001,25.7,7.3,16.1,520.6,1561.0,2591,47,25,39.0,2.8,8.7,1,-0.27
SITE121,2002,25.7,7.3,16.1,738.6,1542.0,2593,47,25,40.0,3.2,8.3,43,-0.25
SITE121,2003,25.7,7.3,16.1,868.5,1529.0,2588,48,25,41.0,3.3,8.4,68,-0.29
SITE121,2004,25.6,7.2,16.0,250.0,1582.0,2579,48,25,38.0,3.0,8.9,-52,-0.36
SITE121,2005,25.6,7.2,16.0,423.3,1566.0,2578,48,25,39.0,3.0,8.6,-18,-0.37
SITE121,2006,25.6,7.3,16.1,281.3,1582.0,2587,48,25,38.0,2.8,8.7,-45,-0.3
SITE121,2007,25.7,7.3,16.1,614.2,1553.0,2590,47,25,40.0,3.4,8.4,19,-0.28
SITE121,2008,25.8,7.4,16.2,785.4,1542.0,2606,47,26,40.0,3.9,8.1,52,-0.16
SITE121,2009,25.9,7.5,16.3,507.9,1572.0,2618,47,26,38.0,2.8,8.6,-2,-0.06
SITE121,2010,26.1,7.7,16.5,370.0,1593.0,2641,46,26,37.0,3.2,8.9,-28,0.11
SITE121,2011,26.1,7.7,16.5,558.8,1576.0,2643,46,26,38.0,3.4,8.5,8,0.13
SITE121,2012,26.1,7.7,16.5,761.9,1557.0,2641,46,26,39.0,3.4,8.3,48,0.11
SITE121,2013,26.1,7.7,16.6,384.5,1594.0,2647,46,26,37.0,3.0,8.8,-25,0.16
SITE121,2014,26.2,7.8,16.6,371.4,1599.0,2658,46,27,36.0,2.8,8.8,-28,0.24
SITE121,2015,26.4,8.0,16.8,292.8,1615.0,2684,45,27,35.0,3.6,9.0,-43,0.44
SITE121,2016,26.5,8.1,17.0,485.1,1603.0,2701,44,27,36.0,3.2,8.9,-6,0.57
SITE121,2017,26.5,8.2,17.0,434.0,1609.0,2705,44,28,35.0,2.7,8.7,-16,0.6
SITE121,2018,26.6,8.2,17.0,304.5,1623.0,2708,44,28,34.0,3.2,8.8,-41,0.62
SITE121,2019,26.6,8.2,17.0,151.5,1638.0,2710,44,28,33.0,3.8,8.7,-71,0.64
SITE121,2020,26.5,8.2,17.0,485.3,1603.0,2701,44,27,36.0,3.2,8.4,-6,0.57
